e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20
59.7,35.2,36.6,35.3,34.3,33.9,33,35,38.6,42,40.5,47.2,116.3,146.4,791.4,652.3,810.9,978.8,1045.5,1191.6
295,248.7,130.1,51.3,50.3,50.5,48.3,45.9,46,44.7,47.6,55,64.7,135.7,145.4,179.5,1104.5,1017.7,802.9,607.2
100.1,55.2,52.9,52.2,52.6,58.3,54.7,50.4,46.8,45.8,45.8,80.7,88.9,257.2,734.7,663.8,500.1,361.9,462.1,534.8
285.8,145.6,49.9,48.7,48.1,46.2,50.4,53.9,57,59.9,58.8,66.3,83.6,364.5,613.5,567.1,540.1,284.1,356.2,436.9
31.3,30.5,28.8,31.1,32.6,32,31.3,31.2,31.6,33.7,40.9,51.8,73,550.6,573,693,355.6,395.9,410,383.3
114.6,134.4,156.8,121.1,42,39.2,41.1,41,42.9,43.5,46.4,53.4,63.8,77,94,117.8,426.7,672.9,634.1,638.2
56.4,30.2,31,29.2,27.4,25.2,28.1,26.3,26.8,27.2,24.1,23.5,26,46.5,1026.2,876,899.5,699.9,595.9,815.3
96.6,69.4,103,68.1,91.9,75.5,50.8,67.1,63.9,67.8,76.4,82.2,87.1,115.8,958.7,1227,1062.5,571,438.6,465.7
37.1,35.5,34.5,34,34.2,33.2,33,33.4,33.5,35.3,35.3,34.6,34.9,43.1,678.3,776.4,567.9,140,109,99.4
58.5,56.8,54.3,51.4,49.7,48.7,48.2,48.1,47.7,50.7,59.2,335.6,705.1,853.1,978.1,1037.2,1097.2,576.3,562.8,421.1
186.1,106,31.7,34.8,35.1,34.2,32.8,31.4,34,33.2,30.2,38.2,53.2,74.9,228,720.1,799.2,840.5,741.4,587
273.4,141.4,48.8,47.6,46.8,45.7,46.4,55.7,52.6,43.3,49.6,59.7,62.2,61.3,58.1,58,63.6,191.7,992.3,1014.9
65.3,61.1,45.9,48.9,46.7,47.5,45.9,47.8,48,42.7,45.7,45.2,49.6,61.3,538.5,779.5,114.2,177.5,139,131.1
56.3,58,70.3,76.2,73.4,72.4,70.1,65.8,67.5,105.4,266.2,276.1,482.3,770.5,802.1,1063.9,1047.3,951.3,1212.9,605.8
41.7,40.2,41.7,42.9,47.5,52.7,59.8,54.3,44,46.4,59.8,157.4,245.1,263.2,361.7,298.2,236.9,214.6,225.5,505.9
32.6,29.6,30.5,31.7,36.8,34.6,33.5,33.5,90.9,100.9,122.2,135.5,150.9,186.2,190.2,181.7,246.6,250.6,254.3,245.7
46.7,49.4,85.3,62.4,73.5,85,78.8,61.1,63.8,92.7,182.7,292.1,453.6,435.6,478.3,332.1,292.3,274.4,289.9,389.7
79,63.7,43.9,43.3,43.1,110.4,94.2,95.1,112.1,91.4,107,124.2,148.2,147.1,135.9,109.8,87,71.7,62.3,68.3
68.8,98.3,86.5,112.3,150.8,106.1,78.2,155.2,576.1,517.2,429.9,395.5,357.6,150.6,151.3,161.7,162.4,128.1,111.5,101.2
34.4,33.1,32.7,32.7,43.4,63,54.1,53.9,76.5,77.7,83.2,93.8,106.5,201.7,267.9,280.5,234.9,315.5,387.9,388.9
35.3,36.1,37.5,47.6,48.6,45.1,47.5,44,39.6,37.4,44.9,70.5,107.7,133.7,171.1,211.2,367.1,450.7,384.5,479.7
43.8,44.7,50,54.1,57.8,59.1,57.2,54.6,58.7,55.7,63.1,95.9,142.6,161.2,168.9,149.8,156.8,186.6,220.1,323.3
40.8,42.8,44,53.2,57.5,43,43.1,39.7,49.6,124,453.5,295.7,296.8,233.6,204.1,237.2,340.5,314.4,267.8,244
27.2,26.4,27,26.5,27.5,27.1,26.5,26.7,28,28.3,30.9,39.1,100.6,211.9,214.7,182.7,191.7,275.9,231.9,430.3
27.2,27.2,26.9,26.5,26.2,27.2,25.8,24.3,26.9,37.6,55.9,85.9,124.9,163.8,223.5,247,253.2,254,230.1,295.1
42.8,43.5,43.9,42.6,47.1,44.3,35.9,34.8,37.7,45.7,62.2,104.6,164.9,195.8,183.3,168.2,171.6,174.2,167.1,222.5
39,40.8,42.9,55.1,125,124.4,118.5,209.7,241.4,243.3,289,259.6,279.1,355.4,376.6,363.6,461.8,477.9,480.4,468.8
48.4,35.7,83.3,34.8,89.5,158.3,162.2,175.4,199.1,254.9,319.3,337.4,343.4,354.2,403.5,399.1,431.1,435.9,461.9,482.7
56.3,53.7,52.3,52.2,53.5,55.6,58.7,62.2,57.4,55.2,90.1,94.2,118.5,116.2,109.4,112.2,131.2,182,239.9,377.9
40.7,39.4,36.4,42.3,42.6,43.5,44.2,43.6,51.6,53,67.8,67.8,71.6,80.4,85.4,94.3,105.1,120.8,138.1,250.4
28,30.5,30.3,31.6,30,30.1,33.8,32.4,29.8,28.7,39.4,393.8,252,187.9,257.2,368.3,451.2,356.8,291.9,323.9
23.2,23.6,24.7,26,28.5,29.6,34.3,28.7,25.1,23.7,26.3,34,58.6,114.5,48.2,39.9,37.7,38.4,40.2,42.7
40.7,37.7,40.9,40.1,43.1,46.6,56.4,58,61.4,167.3,59.9,162.8,176.4,321,426.3,531.4,606.4,640.9,886,813.4
246,244.3,334.3,332.8,345.8,340.6,357.8,341.7,330.4,327.8,330.8,333.4,344.6,347,354.1,377.4,421,428.8,439.9,435.3
56.7,45.9,51.6,65.9,53.4,39.1,34.8,32.6,33.5,37.4,38.8,36.3,42.8,51.8,581.4,660.1,1058.8,832.3,568.5,431
57.5,58.9,61.2,53.7,43.5,41.7,50.8,55.7,51.7,44.5,45.7,35.4,29.1,38.3,692.7,537,513.2,369.5,303.8,268.9
50.4,106.8,251.1,211.1,118.8,86.4,100.8,121.9,150.2,285.8,965,34.1,31.2,598.7,593.3,452,425.6,340.2,384.4,472.6
51.2,46.5,46.9,46.9,58.8,69.6,299,350.9,389.9,411.4,81.2,59.3,272.6,575.1,592.8,147.6,283,250.4,566,836.1
41.7,37.4,31.7,34.7,39.4,42.7,44.9,34.3,38.4,188,632.4,44.8,41.7,47.6,446.2,903.5,713.5,582.3,573.9,460.4
42.7,43.6,46.7,49.9,48.1,50.5,49.8,43,43,44.1,44,40.8,42.6,51.7,730.7,616.5,547.5,589.4,490,703.1
48.4,54,51.1,48.4,55.7,422.9,114,112.4,354.2,661.2,588.3,523.4,563.7,524.8,557.9,353.1,286.7,328.3,581.2,706
84.7,75.4,65.8,57,59.3,62.2,58.1,55.4,235,64.1,52.2,45.4,38,361.9,295.9,565.2,500.4,598.1,682.4,742.5
55.5,51.2,49,56.5,73.3,57.7,59.7,555,453.9,619.2,615,991.9,656.1,653.6,646,460,620.8,442.5,390,402.1
45,40.7,46.3,55,231.6,505.3,392.2,393.1,422.3,592.5,521.3,380.5,476.8,473.7,517,448.3,554,580.4,609.8,638.6
64,63.4,67.3,100.7,223.6,253,416.6,469.1,419.1,1022.9,224.1,48.9,60.7,691.1,433.7,479.9,428.2,279,265.3,438.7
72,65.4,57.8,55.8,64.8,326.1,477.9,262,296.4,309.9,388.4,560.7,396,356,708.1,619.8,416.5,370.6,351.2,492
53,49.5,28.9,35.9,32.9,31.9,55.7,75.9,86.1,106.4,142.8,44.4,27.4,40.8,744,1006.1,640.1,317.8,314.7,399.3
83.2,76.1,69.8,63.4,55.6,65.1,285.8,383.8,181.7,516,600,570.7,180.4,57.3,573.3,604.5,731.6,417,443,569.1
48.5,30.5,28.4,28.2,28.9,29.6,31.4,33.4,27.8,28.4,24.7,30.6,256.2,175.9,839.2,895.9,359.3,376,527.4,828.8
74.2,68.1,46.7,36,38.7,42.7,48.8,65.3,227.5,242.3,54.7,45.7,41.1,45.9,721.5,648.6,489.1,411.6,456.5,399.5
75.9,64.9,54.5,52.1,44.3,41.2,40.8,46.9,63.8,76,308.3,83.6,60.2,358,292.7,157.8,143.7,655,661.8,1139.5
71.8,76.1,76.9,72.3,72.1,73.4,74,66.9,68.8,73.6,185.9,180.4,339.1,498.7,650.6,479.7,345.4,390.6,332.9,458.2
83.4,82.4,71.3,82.3,93,90.7,68.5,62.8,62,181.9,175,389.9,55.9,49.8,55.4,561.8,571.8,526.5,794.2,1158.3
70.7,88,96.3,82.3,66.9,92.9,124,120.3,181.9,120.9,105.8,71.3,45.2,153.9,274.8,964,766.8,781.5,658.8,741.9
133.1,64.5,76.5,156.5,142.8,132.5,122.7,43.4,45.7,52,50.9,41.9,39.5,38,38.1,40,44.4,65,544.3,749.7
223,241.3,85.3,59.3,61.2,60.3,53.5,48.6,45.6,43.2,43.6,44.5,47,50.1,58.9,410.9,546.6,463.5,344.7,269.1
132.4,268.6,300.6,224.8,248.7,56.6,46.1,46.1,47.7,55.7,60.7,40.7,36,36.4,36.7,38.3,48.6,487,922.8,610.2
742.6,437.5,444,213.7,111.1,114.4,112.9,97.9,86.2,85.2,113,63.6,58.4,58.7,59.5,69,816,944.4,837.5,415.7
258.1,375.5,308.9,277.3,98.2,59.3,64.3,68.5,76.7,87.5,79.6,66.7,63.8,66.6,75.7,97.5,129.6,203.3,637.3,677.5
575,637.9,420.4,265.7,66.6,73.3,80.7,79.9,72.5,60.2,64.5,54.4,45.2,43.3,42.8,44.4,62.8,1001.5,650.4,376.4
243.8,116.5,127.5,204.1,409.6,182.5,60.1,46.4,47.1,49.7,50.7,49.3,44.3,44.6,41.7,41.1,43.6,53.9,122.2,381.5
384.4,713.9,139.2,75.6,74.5,74.1,75.5,79.4,81.5,83,74.4,71.4,68.8,61.7,66.4,86.8,158.1,333,715.3,307.3
239.5,93.3,131.5,177.7,190.7,194.3,162,128.1,80.6,64.7,72.5,93.4,163.1,145.5,112.1,113.1,107.8,113.5,70.7,71.7
454.6,713.7,414.6,152.1,108.2,73.3,111.4,95.7,114.4,145.1,147.9,134.4,130,177.7,142.1,200.3,199.9,322.9,1053.5,1072.3
344.7,134.7,74.7,83.8,77.6,66.8,63,65.1,90.4,88.7,94.7,73.8,39.4,36.6,40.5,41,40.5,50.2,114.5,259.8
371.9,263.7,244,225.9,178.4,83.2,43.8,48.8,52.3,45.6,38.7,35,33.4,33.8,35,37.7,45.3,117.5,104.1,393.1
163.8,150.9,184,118.1,108.7,101.6,70.4,60.4,53.9,51,50.5,52.3,53.9,48.8,49.6,55.4,311.1,327.8,324.8,455
94.1,142.1,95.2,97.1,90.7,61.8,45.4,47.3,47.9,49.6,49,44.8,44.3,42.9,42.4,44.1,52.7,410.1,607.6,647.5
188.8,223.9,216.2,249.4,309.1,425.4,68.8,47.1,52.8,52.9,68.3,65.2,49.3,47.3,49,48.2,47.9,48.6,52.8,73
266.6,339.7,532.3,410.4,176.3,52.5,46.9,45.2,46.2,50.6,98.5,72.6,53.4,56,53,45.5,53.5,97.9,117.4,212.2
179.8,172.3,114.6,73.9,49,42.7,43.9,40.1,41.8,39.9,40.6,37.3,41.9,39.8,44.2,47.2,47.6,56.5,282.5,331.3
367.4,232.1,134.7,213.8,212.4,89,47.7,50.7,49.8,49.4,51.9,82.5,46.1,39.4,46.1,50.7,61.3,79.2,209.9,797.8
