filename,speaker,item_code,variableN,rowN,variantN,word,variant
S16_2-10-2_willfully_O,S16,2-10-2,2,10,2,willfully,O
S16_2-10-3_wheelbarrow_N,S16,2-10-3,2,10,3,wheelbarrow,N
S16_3-1-2_federals_O,S16,3-1-2,3,1,2,federals,O
S16_3-1-3_featherweight_N,S16,3-1-3,3,1,3,featherweight,N
S16_3-2-2_lettering_O,S16,3-2-2,3,2,2,lettering,O
S16_3-2-3_leathery_N,S16,3-2-3,3,2,3,leathery,N
S16_3-3-2_mutterings_O,S16,3-3-2,3,3,2,mutterings,O
S16_3-3-3_mothership_N,S16,3-3-3,3,3,3,mothership,N
S16_3-4-2_wordiness_O,S16,3-4-2,3,4,2,wordiness,O
S16_3-4-3_worthiest_N,S16,3-4-3,3,4,3,worthiest,N
S16_3-5-3_otherness_N,S16,3-5-3,3,5,3,otherness,N
S16_3-6-2_header_O,S16,3-6-2,3,6,2,header,O
S16_3-6-3_heathers_N,S16,3-6-3,3,6,3,heathers,N
S16_3-7-2_laddered_O,S16,3-7-2,3,7,2,laddered,O
S16_3-7-3_lathers_N,S16,3-7-3,3,7,3,lathers,N
S16_3-8-2_udder_O,S16,3-8-2,3,8,2,udder,O
S16_3-8-3_othered_N,S16,3-8-3,3,8,3,othered,N
S16_3-9-2_fodder_O,S16,3-9-2,3,9,2,fodder,O
S16_3-9-3_fathered_N,S16,3-9-3,3,9,3,fathered,N
S16_3-10-2_wetter_O,S16,3-10-2,3,10,2,wetter,O
S16_3-10-3_weathered_N,S16,3-10-3,3,10,3,weathered,N
S16_4-1-3_coding_N,S16,4-1-3,4,1,3,coding,N
S16_4-2-2_golem_O,S16,4-2-2,4,2,2,golem,O
S16_4-2-3_goaded_N,S16,4-2-3,4,2,3,goaded,N
S16_4-3-3_hoses_N,S16,4-3-3,4,3,3,hoses,N
S16_4-4-3_modem_N,S16,4-4-3,4,4,3,modem,N
S16_4-5-3_posers_N,S16,4-5-3,4,5,3,posers,N
S16_4-6-2_roller_O,S16,4-6-2,4,6,2,roller,O
S16_4-6-3_robot_N,S16,4-6-3,4,6,3,robot,N
S16_4-7-3_sojourn_N,S16,4-7-3,4,7,3,sojourn,N
S16_4-8-3_soda_N,S16,4-8-3,4,8,3,soda,N
S16_4-9-3_podium_N,S16,4-9-3,4,9,3,podium,N
S16_4-10-3_soberness_N,S16,4-10-3,4,10,3,soberness,N
S16_5-1-2_keeling_O,S16,5-1-2,5,1,2,keeling,O
S16_5-1-3_kudo_N,S16,5-1-3,5,1,3,kudo,N
S16_5-2-3_moody_N,S16,5-2-3,5,2,3,moody,N
S16_5-3-2_needless_O,S16,5-3-2,5,3,2,needless,O
S16_5-3-3_noodle_N,S16,5-3-3,5,3,3,noodle,N
S16_5-4-2_realist_O,S16,5-4-2,5,4,2,realist,O
S16_5-4-3_rudeness_N,S16,5-4-3,5,4,3,rudeness,N
S16_5-5-2_breather_O,S16,5-5-2,5,5,2,breather,O
S16_5-5-3_brooding_N,S16,5-5-3,5,5,3,brooding,N
S16_5-6-2_preening_O,S16,5-6-2,5,6,2,preening,O
S16_5-6-3_prudish_N,S16,5-6-3,5,6,3,prudish,N
S16_5-7-2_stealing_O,S16,5-7-2,5,7,2,stealing,O
S16_5-7-3_students_N,S16,5-7-3,5,7,3,students,N
S16_5-8-2_schemer_O,S16,5-8-2,5,8,2,schemer,O
S16_5-8-3_scooted_N,S16,5-8-3,5,8,3,scooted,N
S16_5-9-2_seediest_O,S16,5-9-2,5,9,2,seediest,O
S16_5-9-3_soothingly_N,S16,5-9-3,5,9,3,soothingly,N
S16_5-10-2_steamroller_O,S16,5-10-2,5,10,2,steamroller,O
S16_5-10-3_studious_N,S16,5-10-3,5,10,3,studious,N
S16_6-1-2_keenly_O,S16,6-1-2,6,1,2,keenly,O
S16_6-1-3_candied_N,S16,6-1-3,6,1,3,candied,N
S16_6-2-3_channeled_N,S16,6-2-3,6,2,3,channeled,N
S16_6-3-2_dealer_O,S16,6-3-2,6,3,2,dealer,O
S16_6-3-3_dancer_N,S16,6-3-3,6,3,3,dancer,N
S16_6-4-2_feelings_O,S16,6-4-2,6,4,2,feelings,O
S16_6-4-3_fancy_N,S16,6-4-3,6,4,3,fancy,N
S16_6-5-2_teething_O,S16,6-5-2,6,5,2,teething,O
S16_6-5-3_tantrums_N,S16,6-5-3,6,5,3,tantrums,N
S16_6-6-2_venus_O,S16,6-6-2,6,6,2,venus,O
S16_6-6-3_vanish_N,S16,6-6-3,6,6,3,vanish,N
S16_6-7-2_media_O,S16,6-7-2,6,7,2,media,O
S16_6-7-3_manager_N,S16,6-7-3,6,7,3,manager,N
S16_6-8-2_readership_O,S16,6-8-2,6,8,2,readership,O
S16_6-8-3_randomness_N,S16,6-8-3,6,8,3,randomness,N
S16_6-9-2_beadier_O,S16,6-9-2,6,9,2,beadier,O
S16_6-9-3_banditry_N,S16,6-9-3,6,9,3,banditry,N
S16_6-10-2_scenery_O,S16,6-10-2,6,10,2,scenery,O
S16_6-10-3_sanity_N,S16,6-10-3,6,10,3,sanity,N
S16_7-1-2_balance_O,S16,7-1-2,7,1,2,balance,O
S16_7-1-3_battles_N,S16,7-1-3,7,1,3,battles,N
S16_7-2-2_mallard_O,S16,7-2-2,7,2,2,mallard,O
S16_7-2-3_madden_N,S16,7-2-3,7,2,3,madden,N
S16_7-3-2_palate_O,S16,7-3-2,7,3,2,palate,O
S16_7-3-3_padding_N,S16,7-3-3,7,3,3,padding,N
S16_7-4-2_salads_O,S16,7-4-2,7,4,2,salads,O
S16_7-4-3_saddest_N,S16,7-4-3,7,4,3,saddest,N
S16_7-5-3_shattered_N,S16,7-5-3,7,5,3,shattered,N
S16_7-6-2_tallow_O,S16,7-6-2,7,6,2,tallow,O
S16_7-6-3_tatters_N,S16,7-6-3,7,6,3,tatters,N
S16_7-7-2_balcony_O,S16,7-7-2,7,7,2,balcony,O
S16_7-7-3_battery_N,S16,7-7-3,7,7,3,battery,N
S16_7-8-2_galleries_O,S16,7-8-2,7,8,2,galleries,O
S16_7-8-3_gatherings_N,S16,7-8-3,7,8,3,gatherings,N
S16_7-9-2_tallying_O,S16,7-9-2,7,9,2,tallying,O
S16_7-9-3_tattletales_N,S16,7-9-3,7,9,3,tattletales,N
S16_7-10-2_challenges_O,S16,7-10-2,7,10,2,challenges,O
S16_7-10-3_chattering_N,S16,7-10-3,7,10,3,chattering,N
S16_8-1-3_coastguard_N,S16,8-1-3,8,1,3,coastguard,N
S16_8-2-2_fastened_O,S16,8-2-2,8,2,2,fastened,O
S16_8-2-3_fastball_N,S16,8-2-3,8,2,3,fastball,N
S16_8-3-2_lasso_O,S16,8-3-2,8,3,2,lasso,O
S16_8-3-3_lastly_N,S16,8-3-3,8,3,3,lastly,N
S16_8-4-2_wrestled_O,S16,8-4-2,8,4,2,wrestled,O
S16_8-4-3_restful_N,S16,8-4-3,8,4,3,restful,N
S16_8-5-2_sophomore_O,S16,8-5-2,8,5,2,sophomore,O
S16_8-5-3_softball_N,S16,8-5-3,8,5,3,softball,N
S16_8-6-2_vassal_O,S16,8-6-2,8,6,2,vassal,O
S16_8-6-3_vastly_N,S16,8-6-3,8,6,3,vastly,N
S16_8-7-2_wayside_O,S16,8-7-2,8,7,2,wayside,O
S16_8-7-3_waistline_N,S16,8-7-3,8,7,3,waistline,N
S16_8-8-2_rescuer_O,S16,8-8-2,8,8,2,rescuer,O
S16_8-8-3_restlessness_N,S16,8-8-3,8,8,3,restlessness,N
S16_8-9-2_whispery_O,S16,8-9-2,8,9,2,whispery,O
S16_8-9-3_wistfulness_N,S16,8-9-3,8,9,3,wistfulness,N
S16_8-10-2_riskiest_O,S16,8-10-2,8,10,2,riskiest,O
S16_8-10-3_wristwatches_N,S16,8-10-3,8,10,3,wristwatches,N
