file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
S16_selected_tokens_0045,521.3,1250.7,2846.6,30.9,-193.5,18.5,-2.2,148,-8.9,-6.9,-31,-10.8,-6.9,13.4,6.3,3.6,6.2,8.2
S16_selected_tokens_0046,525.2,982.9,3054.7,15.8,-253.7,86.4,-6.8,176.7,-101.1,4.8,-76.4,14.9,-13,-1.4,19.7,1.3,19.6,10.7
S16_selected_tokens_0047,418.8,885.7,2752.1,14.1,-57.6,84.7,39.8,364.7,57.4,-52.1,-227.5,-106.9,-8.1,52.4,-68.1,9.7,-95.7,-15.1
S16_selected_tokens_0048,410.3,673,2886.7,26.5,-249.6,139.8,114,198.7,-30.7,-34.5,-149.8,28.1,-36,63.4,-158.1,-7.2,-62.8,64.3
S16_selected_tokens_0049,512.9,1245.7,2861.7,22.2,-150.1,62.8,-3.7,182.3,4.5,2.5,-26.5,-20.5,-2.5,4.5,22,2.5,0.7,-17.8
S16_selected_tokens_0050,433.7,750.1,3025.2,67.5,-141.6,178.4,26.2,131.4,-29.8,-14.4,-118.9,-41.2,0,110.9,-32.3,0.2,-41.5,3.8
S16_selected_tokens_0051,485.2,1033.1,2710.4,8.7,270.6,-238.3,-41,-77.2,-36.9,25,68.2,-22.5,-27.9,-52.7,-47.7,23.2,1.5,-2.3
S16_selected_tokens_0052,482.5,878.2,2666.9,-13.5,168.2,-292.4,-29.5,26.1,-96,34.3,-1.8,-26.1,-2.8,-5.6,-50.6,25.6,38.5,-7.2
S16_selected_tokens_0053,446.7,1016.1,2845.6,80.5,-217.6,164.9,-42.1,350.9,-127.5,20.4,14.1,26.9,-3.1,8,16.8,9.2,10.3,-6.2
S16_selected_tokens_0054,432.8,806.7,2953.5,57.1,-412.5,323.2,6.2,295.2,-361.6,75.9,-100.6,149.6,-70.9,31.3,-121.2,-4.4,38.1,18
S16_selected_tokens_0055,510.3,1263.7,2777.2,11.7,55.5,-75.6,2.7,241.9,-12.2,-3,-26.5,-0.5,2.5,65.1,-8.7,-0.5,-10.3,32.6
S16_selected_tokens_0056,516.3,1012.4,2925,14.5,-55.1,8.1,-2.4,262.5,-79.9,-2.1,-47.9,64.9,5.6,54.8,-40.9,1.1,-13.3,13.8
S16_selected_tokens_0057,521.4,1295.3,2803,4.1,-201.2,39.9,-1.3,205.3,-20.4,2.9,-18.2,-13.8,1.9,22.2,-8,3,1,-5.5
S16_selected_tokens_0058,458.4,801,3013.3,-17.4,-391.4,213.2,19.6,272.7,-105.1,-16.5,-168.4,10,-33.3,56.4,-18.6,4.8,26.5,12.2
S16_selected_tokens_0059,502.5,1208.1,2745,29.5,309.2,33.7,-15.2,114.4,-2.5,19.4,-7.9,31.5,-11.5,54.8,-11.6,14.9,-30.9,1.7
S16_selected_tokens_0060,462.4,769.1,3052.7,77.3,247.7,-104.8,-50.4,52.2,-95.3,29.4,32.1,-6.7,-14.5,26.9,-20.1,9,-5.1,7.3
S16_selected_tokens_0061,416.2,1222.3,2652.6,-40.5,-136.1,-40.5,-5.9,112.8,-46.1,-9.7,-48.5,7.9,-23.9,-12.6,-14.3,-10.6,-14.3,16.1
S16_selected_tokens_0062,372.6,1321.9,2525.7,-58.3,-271.8,-143.6,21,181.9,40.5,-12.6,51.8,49.3,-3.6,65.2,34.3,-3.7,51.6,-0.6
S16_selected_tokens_0063,323.1,1133.3,2393.3,-46.9,-366.4,-77.7,11.9,219.1,110.4,-14.9,-126.8,-55.2,-5.9,53.7,-6.9,3.3,-45.5,10.3
S16_selected_tokens_0064,354.5,2073,2551.7,-26.1,-230.9,-157.3,-8.4,84.5,-2.8,-11.7,-41.5,-78.9,-4.8,-6,-11.7,0.2,-7,-2.4
S16_selected_tokens_0065,387.4,1285.5,2513.1,-33.2,48.7,-126.7,13.7,178,93.3,4.2,21.8,-16.4,5.7,70,-20.6,-1.4,-5.3,16.5
S16_selected_tokens_0066,346.9,1846.2,2532.4,-49.7,52,-35.8,10.9,137.7,-28.8,-15.4,-19.1,-13.4,4,-22.7,7,2.3,17.9,2.2
S16_selected_tokens_0067,358,1561.6,2340,99.6,31.6,-68.3,-41.1,50.2,-80.2,4.1,-85.8,-35.1,-7.4,-48.5,-17.9,-0.5,-15.7,-27.9
S16_selected_tokens_0068,284.5,1920.8,2299.7,2.9,-74.7,-200.5,-14.2,55.4,115.2,10.7,-62.3,-80.2,-13.7,-28.3,42.7,17.2,29.2,-5.3
S16_selected_tokens_0069,438.4,1423,2324.9,3.3,-128.5,-192.1,12.1,152.2,4,-6,-71,-53.6,-1.1,47.4,43.4,3.5,-45.4,11.2
S16_selected_tokens_0070,420.6,1619.3,2334.9,5.4,-241.3,-193.7,-3.3,175.8,50.6,11.6,-16,-46.4,-10.7,-4.4,11.2,9.4,-2.6,20.5
S16_selected_tokens_0071,456.5,1677.5,2380.1,6.1,-23.1,-137.8,1.5,28.9,-13.9,-1.9,-34.9,-62,-2.5,15.7,-16.7,1.8,-18.4,-5.7
S16_selected_tokens_0072,435.6,1848.1,2345.2,0.2,-121.3,-193.6,-1.8,-0.3,14.5,0.3,-29,-53.3,-4,-5.1,1.9,3.5,-13.4,9.6
S16_selected_tokens_0073,352.5,1560.2,2532.5,-30.2,93.3,13.1,17.7,198.1,26.5,-21.5,-22.1,-19.3,-5.9,33.1,-6.2,-12,-15.3,3.8
S16_selected_tokens_0074,366.7,2049.5,2577.5,-50.7,27,27.1,2.6,36.5,74.9,-21,-3.9,1.6,-11.6,-17.5,27.3,-2.7,7.2,-1.9
S16_selected_tokens_0075,378.6,1616.9,2560.6,-38.3,-169.6,-118.5,-30.7,81.2,-7.9,16.2,-2,-23.3,-27.8,11.5,45.4,6.2,-13,-10.7
S16_selected_tokens_0076,317.1,2004.8,2491.6,-25.2,96.8,-75.9,-1.9,79.1,58.6,11.8,22.5,-11.6,-16.7,-0.3,7.5,11.1,-3,3.8
S16_selected_tokens_0077,347.7,1513.6,2593.9,7.3,-56.7,-38.4,19.3,162.2,0.9,15.9,40.9,16.4,-2.3,-37.5,-3.8,6.6,5.6,9
S16_selected_tokens_0078,329.3,1912.8,2656.4,-14.6,-47.6,-25.3,7.2,5.1,-13.5,3.2,20.5,-11.6,-1.7,-11.7,4.8,2.4,6.9,-12.4
S16_selected_tokens_0079,355.5,1904.1,2644.2,-24,61.5,-7.7,-23.3,53,39.7,-12.6,-36,-22.4,-18.9,4.2,-6.1,-10.9,-19.6,0.8
S16_selected_tokens_0080,343.4,2131.6,2633,-10.6,-41.2,-8.2,-16,70.4,75.8,-10,0.1,-9,-9.4,6.9,33.8,-0.9,13.2,8.7
S16_selected_tokens_0081,546.9,2460.2,3093.6,-133.6,387.6,79,-79.8,-74.6,-6.8,15.8,-5,-5.3,14.7,31.5,18.5,6,22.7,31.4
S16_selected_tokens_0082,539.2,2469.9,3171.9,-131.1,460,211.4,13.8,-39.4,61.9,59.6,-56.4,-25.7,-30.8,-19.7,10.3,-8.1,25.7,-7.1
S16_selected_tokens_0083,660.6,2213.9,2972.1,70.7,197.6,36.4,-60.2,-51.3,24.4,-4.7,6.3,2.2,1.4,3.1,11.4,-1.8,3.9,2.4
S16_selected_tokens_0084,702,2151.5,2902.3,-141.8,281.4,73.9,-53.3,-4.8,41.6,-37.4,2.3,10.9,-31.2,-9.3,-1.3,3.3,18.1,-11.1
S16_selected_tokens_0085,530.5,2301.4,3018,-26.4,395.4,127.3,-103.5,-110,-16.7,17.5,-19.6,-11.7,19.6,-13.4,-10.4,16.8,18.7,6.9
S16_selected_tokens_0086,578.2,2264.4,3009.3,-172.1,440.6,184.6,-39.1,-73.2,42.3,39.4,-54.2,-33.1,-4,-4.4,2.2,19.9,7.7,-11.9
S16_selected_tokens_0087,533.9,2241.7,2965,63.8,270.7,66.7,-4,-173.7,-15.6,21.5,-16.7,-38.9,-52.6,-6.5,26.4,-5.7,-7.6,-6.7
S16_selected_tokens_0088,470,2290.3,2952,-20.8,447.3,102,-94.7,-96.4,-53.8,51,-68.8,-31.4,44.8,-19.4,-61,-2.8,29.3,-14.9
S16_selected_tokens_0089,632.3,2226.5,2997.1,-58.9,368.6,80.7,-110.4,17.2,10.3,-18.9,-5.1,18.2,-35.7,-28.9,-12.5,11.5,4.8,8.2
S16_selected_tokens_0090,661.4,2320.2,3004.1,-108.2,522.9,94.8,-93.9,-19.4,50.4,-39.3,-69.1,24.9,-8,-10.6,20.5,14.2,-1.8,20.3
S16_selected_tokens_0091,539,2217.8,3054.1,79.8,73.7,-13.6,-29.9,-56,-9.2,0.4,15.2,-21.9,-22.6,-20.7,-2.2,-8.8,7.7,3.4
S16_selected_tokens_0092,556.3,2359.4,3085.6,-126.6,369.6,169.2,-62.7,-22.2,24.7,11.7,-49.8,-77.9,59.4,-16.3,-30.3,-18.4,-6.7,-31.8
S16_selected_tokens_0093,689,2178.9,2966.4,-13.6,23,-63.1,-10.6,-21.5,-6.7,-7,-8.7,-2,-1.4,-10.7,-11,-6.2,10,8.4
S16_selected_tokens_0094,619.1,2336.5,3093.1,-142.6,332.1,148.2,-36.1,-38.7,1,-31.7,-43.4,-49.6,1.7,10.2,-17.4,3.9,12.2,4.9
S16_selected_tokens_0095,703.1,2134.2,2743.7,-97.3,-28.7,-310.2,-12,-176.6,-91.6,7.8,-27.3,-67.4,-28.5,-42.1,-42.3,4,-19.7,-33.5
S16_selected_tokens_0096,633.3,2175.3,2833,-148.4,65.5,-230.9,-45.1,-131.5,-92,-7.5,-40,-88,-10,-11.7,-36,6.8,-28.6,-48.1
S16_selected_tokens_0097,576.6,2185.9,3002.3,29,194.7,64.8,18.1,-88.4,-7.4,21.9,-17.6,-38.5,-18.3,-0.4,8.5,17.7,14,6.8
S16_selected_tokens_0098,508.9,2371.3,3122.3,-105,347.2,232.1,-47.3,-30.3,74,-13.4,-44.1,-65.8,68.4,-7.1,-33.1,-23,18.7,-31.2
S16_selected_tokens_0099,577.3,2465.9,3097.1,-81.1,133.7,28.8,-54.6,-131.5,-78.9,-12.2,-34.5,-57.2,8.8,-18.6,-12,2.4,-17.4,-11.5
S16_selected_tokens_0100,588.1,2408.3,3004,-153.3,261.7,84.9,-49.5,-70.4,11.3,33.2,-35.7,-22.8,9.4,-23.9,-16.4,3.1,6.6,-13.3
S16_selected_tokens_0101,1043.6,1925.1,2882.7,-87.5,71.4,-98.2,-140.1,-70.2,-45.1,35.6,53.6,15.8,-47.7,-17.5,-8.3,12.1,16.7,0.7
S16_selected_tokens_0102,894,1713.4,2766.6,-14.4,81.8,-127.4,-146.5,-88.6,-23.2,14.8,-5.4,-36.6,-24,2.1,-13.7,-1.6,55.4,33
S16_selected_tokens_0103,954.2,2012.1,2934.2,-32.4,108.5,-61.5,-33.9,10.2,17.9,23.2,-18.9,66.1,-31.5,3.2,-35,18.1,12.6,12.7
S16_selected_tokens_0104,946.8,1892.7,2897.3,-6.2,13.3,-14,-83.5,50.6,30,6.9,1.3,-43.1,-50.8,-12.3,6.2,30.7,0,-3.3
S16_selected_tokens_0105,1088.3,2040.4,3033.3,13.5,92.5,-13.8,-92.9,-38.4,-12.6,20.3,17.2,2.9,-43.1,-23.7,-19.6,20.5,2.2,15.3
S16_selected_tokens_0106,980.9,1814.3,2795,115.8,-82.1,-59,-106.4,51.1,23.9,27.7,-21.4,-36.7,-24,24,14.4,-1.7,2.2,-8.2
S16_selected_tokens_0107,998.5,2047.7,2955.6,-19.2,48.8,2.8,-244.5,-84.3,-69,15.2,19.3,11.4,-139.2,-62.2,-46,34.1,44.4,1.3
S16_selected_tokens_0108,913.7,1866.3,2803,-11.2,11.8,-57.7,-145.6,69.5,84.8,17.8,0.2,-1.3,-32.9,23.6,54.8,6.8,4.9,-14.7
S16_selected_tokens_0109,950.2,2036.6,2937.3,-111.7,123.4,68.3,-221.7,-23.7,3.6,13.2,51.5,31.8,-56.4,1.8,2.3,29.8,13.4,14.6
S16_selected_tokens_0110,979.6,1863.8,2819.1,-25.2,44.8,-30.2,-178.2,76.2,43.8,19.3,31.2,18.3,-66.2,45.5,38.5,6.7,24.4,12.5
S16_selected_tokens_0111,1010,2016.7,2972.1,18.8,225.9,60.4,-180.4,-48.9,-59,22.5,11.6,-2.2,-31.1,-9.8,-11.5,25.6,28.6,28.3
S16_selected_tokens_0112,981.4,1835.8,2795.6,58.4,5.2,-53.1,-109.6,95.6,11.4,19.4,-1,-3.3,-24.7,26.5,25.7,16.8,17.7,7.9
S16_selected_tokens_0113,962.7,2040.7,2924.3,-77.5,86.9,-6.6,-153.3,-29.1,-61.8,31.4,37.5,30.6,-36.8,9.8,-13,33.3,21.7,-6.4
S16_selected_tokens_0114,895.6,1874.6,2777.9,-26,61.4,-43.4,-138.3,58.1,14.9,2.1,5.8,-32.9,-40.8,2.1,4.8,2.1,-14.5,-30.3
S16_selected_tokens_0115,899.4,1978.1,2863.4,-2.4,249.3,-15.8,-227.2,20,57,20.9,12,4.7,-75.7,22.3,41.1,-5.6,5.6,8.1
S16_selected_tokens_0116,836.6,1870.1,2871.6,20.5,176.8,-104.1,-206.3,91.5,93.1,-19.1,74.8,42.3,-13.1,17.2,56.8,-5.1,16.8,48
S16_selected_tokens_0117,952.9,1950,2932.6,31.8,165.6,28.3,-73.5,-3.7,8.4,4.1,61.4,35.8,-24.5,32.1,19.2,10.4,-8.2,5
S16_selected_tokens_0118,949.6,1800.3,2861.3,54.3,34.5,-54.3,-27.6,55.7,-1.1,28.1,34.3,-3.9,-20.1,-6.4,-3.3,17.9,0.2,1.1
S16_selected_tokens_0119,946.4,1952.6,2874.9,91.5,150.6,51.2,-93.2,-26.4,-21.5,10.9,55.1,39.2,-19,2.5,-3.4,12.8,13.2,9.6
S16_selected_tokens_0120,941.8,1797.4,2748.9,45.9,16,-34,-66.3,50.3,-12.9,29.4,36.1,21.8,-19.4,4.7,18.6,22.4,15.6,28.4
