file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
S03_selected_tokens_0014,459.4,2158.4,2924.6,-15,-64.1,-184,-14.1,-24.7,24,-2.9,-11.2,-3.9,-10.8,-8.3,-26.1,9.4,-0.6,-33.9
S03_selected_tokens_0015,809.5,1870,2571.1,-110.2,86.8,-7.1,-78,21.4,-13.6,-33.8,9.1,-23.5,-18.8,8,13.9,-12.1,-2,1.9
S03_selected_tokens_0016,525.9,2197,2858.8,-127.8,80.3,-57.4,-29.4,-13.3,4.3,20.3,11.7,-24.9,-4.9,-5.2,-14,5.1,10.1,4.4
S03_selected_tokens_0017,820.9,1883.6,2795.2,-24,-39.6,-43.8,-71.9,1.5,28.4,-1.4,24.8,-60.4,-31.5,2.1,25.4,2.8,-17.5,36.8
S03_selected_tokens_0018,426,2071.4,3032.6,32.2,47,-48.8,-31.5,-35,-10.5,2.1,3.9,11.9,-1.3,18.4,-6.1,2.5,5.5,-6.2
S03_selected_tokens_0019,736.1,1856.8,2671.2,-32.5,-41.7,-87.8,-121.7,-19.5,99.1,-3.6,-0.3,-89.1,-32.8,-16.4,2.7,12.3,-16.4,-63.7
S03_selected_tokens_0020,467.2,2053.3,2930.1,-37.2,-59.7,-171.8,-41.9,-39.6,-32.7,19.6,-8.4,-11.5,-14.5,-0.7,-11.9,6,-5.2,-4.8
S03_selected_tokens_0021,436.7,2055.9,2646.1,-118.9,417.2,60.7,49.2,-196,-1.5,-8.4,-13.3,-43.8,-12,-41,-28.3,1.6,-5.7,-5.1
S03_selected_tokens_0022,578.6,1693.1,2607.1,-81.7,187.4,-61.2,-8.5,-38.9,23.7,-36.7,5.2,26,-17.6,18.3,14.5,-4.8,10.6,-7
S03_selected_tokens_0023,374.7,2245.9,2749.8,-28,572.9,36.4,9.9,-215.4,138.2,-9.6,29.5,-122.4,0.1,-30.7,34.1,-0.7,43.4,-58.3
S03_selected_tokens_0024,589.2,1735.1,2766.6,-96.8,231,25.6,-1.6,-65.9,25.8,1.1,18,-32.3,-18.6,-10,22.1,2,15.9,22.9
S03_selected_tokens_0025,390,2216.1,2866.3,-13.1,583.3,292.9,10.9,-214.5,26.3,-2.7,32.6,19.7,3.2,-29.4,23.6,3,35,-11.9
S03_selected_tokens_0026,516.4,1779.9,2811,-59.3,381.5,-7.8,-56,-7.1,95,-28.1,17,-24.2,-13.7,-4.2,-23.4,4.1,21.2,-5.9
S03_selected_tokens_0027,541.2,2065.1,2558,-195.8,425.3,130.7,31.6,-261.6,-27.8,2.6,-83.4,-129.4,-12,-78.9,-53.2,-11.8,-30.9,-18.8
S03_selected_tokens_0028,773.7,1706.6,2689,-124.2,198.7,-58.1,-50.8,-39,66.4,-22.4,8.5,-28.4,-12.6,-22,-4.6,-10.9,-15,-55.2
S03_selected_tokens_0029,389.2,2237,2929.8,-29.4,616.6,253.3,-1.6,-233.8,24.5,-6.3,97.6,15.8,-10.4,-46.9,-10.5,-5.2,22,6.1
S03_selected_tokens_0030,720.9,1751.1,2762.8,-30.3,254.9,83.1,14.6,-65.4,61.1,25.2,60.9,-78.8,16.2,11.4,55.2,20.3,11.7,-26.9
S03_selected_tokens_0031,402.8,2002.2,2611.1,-49.2,280.7,-15.6,25.8,-456.5,67.1,-11.7,-148.2,-31.9,6.5,-107.5,47.6,-2.1,-36.3,9.5
S03_selected_tokens_0032,466.2,1467.8,2734.7,-31,-11.7,-21.3,-5.5,-66.8,-3,-1,-8.1,-20.5,0.5,-21.8,13.4,-1.6,-10.5,5
S03_selected_tokens_0033,417.6,2039,3502.8,-80,98.4,85.7,19.2,-459.9,-67,5.5,-85.2,113.3,4.5,-77.8,-75.5,-1.6,-16.5,-4.3
S03_selected_tokens_0034,506.8,1508.1,2620.9,-23.8,-115.4,9,-3,-80.4,4,-7,-32.6,-8.5,-3.5,-15.9,10.6,-2.8,6.9,-8.6
S03_selected_tokens_0035,432.3,2098.2,2830.3,-101.4,524.2,199.1,48.3,-165.2,71.4,-12.4,19.7,10.8,-1.6,-14.1,-38.5,4,-7.3,4.6
S03_selected_tokens_0036,547.8,1800.7,2834.8,-106.1,247.2,78.9,-2.4,-20.7,27.3,-24.1,12.1,-56.8,7.8,-8.8,-14,-2.5,11,-14.1
S03_selected_tokens_0037,384.8,2204.4,2891.4,-49.6,427.3,177.8,22.5,-285.2,5.9,-11.2,13.3,-81.4,-7.9,-60.7,-0.5,-3.1,-0.2,10.7
S03_selected_tokens_0038,499.9,1880.4,2912.2,-73.6,298.8,-86.1,-28.3,-118.4,110.4,-3.8,23,-24.1,3,-22.1,12.1,-1.7,31.8,27.4
S03_selected_tokens_0039,433.7,2006.1,2811.5,-72.6,434,103.6,35.6,-279.5,221.6,-13.9,-176.5,42,4.4,-89.7,9.5,-0.1,-18.7,-47
S03_selected_tokens_0040,564.4,1574.1,2734.1,-72.3,31.1,-71.9,1.9,-92.7,25,-3.3,1.8,-34.6,2.1,-56.2,4.2,-3.5,-4.7,-15.9
S03_selected_tokens_0041,509.2,1744.3,2484.6,68.8,50.2,32.9,-22.7,85,-19.7,0.9,-59.8,-11.3,5.2,21.9,18.5,-1.9,-21.7,-14.9
S03_selected_tokens_0042,506.6,1094.8,2574.2,66.4,-0.2,-65.8,-12.5,71.8,-60.5,18.4,-37.4,26.2,4.6,49.1,-30.9,3.6,-26,14.9
S03_selected_tokens_0043,538.3,1588.3,2468.1,114.8,70.1,8.5,-47.8,24,-10.4,-9.4,-37.7,17.1,-17.5,43.4,21.6,-29.6,-35.2,-3.5
S03_selected_tokens_0044,482.2,1039.6,2439.4,88,55.7,-85.3,-36.7,95.2,-62.4,-16.3,-45.9,26.7,-1.8,53.7,-21.9,-14,-13.4,44.8
S03_selected_tokens_0045,464.7,1665.6,2433.4,88,-9.9,20,-3.7,32.8,-3.5,1,-25.8,-29.1,-3.8,28.3,-6.5,1.9,-25.3,14.7
S03_selected_tokens_0046,452.3,1043.9,2656.5,133.7,-93.2,-17.2,9.8,174.4,-41.9,-4.6,-80.4,52.7,-2.9,38.8,-5.7,5.5,-28.4,-43.1
S03_selected_tokens_0047,500.6,1656,2524,83.1,-90,65.7,-25,2.2,-5.5,-5.2,-33.5,14.1,-17,10.6,7.2,0.7,-16,28.1
S03_selected_tokens_0048,604.9,1140.5,2611.7,142.2,-21.9,73.4,-17.4,89.8,-27.3,-28.9,-76.4,-1.8,-8.8,31.4,-49.5,11.2,-30.2,-18.8
S03_selected_tokens_0049,545.4,1607.4,2412.8,187.4,21.3,22.9,9.4,56.2,46.8,6.5,-58.9,-4.8,29.4,18.1,13.6,7.5,-25.2,-26.4
S03_selected_tokens_0050,536.1,1077.6,2534.5,161.7,-101,25.1,17.3,197.7,64.6,-1.7,-90.7,-28.8,15.1,66.1,-25.1,18.1,-41,31.1
S03_selected_tokens_0051,484.6,1323.7,2152.3,105.3,174.1,-179.2,-12.9,-86.6,-57.5,-12.5,29.9,-56.1,-1,-4.8,-3.7,6.8,14.4,-7.5
S03_selected_tokens_0052,602.9,991.6,2284,170.1,109.1,5.3,-29.1,26.3,-120.8,-0.1,-7.7,-7.3,1.9,18.5,-44.2,13.2,10.7,3.1
S03_selected_tokens_0053,423.7,1793.5,2451.1,60.6,15.6,38.8,-10.1,83.8,70.6,-16.6,-80.4,21.7,-12.5,65.9,58.1,3.2,-20.5,-1.7
S03_selected_tokens_0054,465.8,1269.9,2437,79,-5.6,62.3,-26.8,197.1,-67.6,28.1,-73.6,65.3,-6,87.9,-4.1,-8,-21.4,65.9
S03_selected_tokens_0055,619.4,1592.4,2376.1,111.9,126.1,59.3,-66.7,57.4,54.9,-42.6,-11.1,54.7,-38.4,28.5,11.4,-1.7,8.6,20
S03_selected_tokens_0056,658.5,1144,2515.8,178.3,172.7,1.8,-64.3,111.8,-80.8,-39.3,3.2,43.8,-37.1,57.7,-15.7,-6.5,-14,34.7
S03_selected_tokens_0057,560.5,1633.2,2570.8,164.6,-13.1,74.5,-3.9,64.8,-14,2.7,-30.8,3.7,4.4,54.5,42.1,-8.9,1.3,10.3
S03_selected_tokens_0058,477.6,986.2,2796.2,122.8,-57.9,-66.7,28.6,65.8,-140.1,-2.1,-34.2,31.5,-1.1,39.6,9,2.5,-12.4,0.4
S03_selected_tokens_0059,487.3,1507.8,2381.1,48.3,320.2,3.8,-53.9,-19.4,81.8,9.1,66.2,46,-29.4,-10,29.1,8.4,11.3,18.2
S03_selected_tokens_0060,444.4,1058.7,2431.3,134.9,178,-38.4,-33.5,71.7,-0.7,17.7,25.4,17.4,-11.3,38.3,31.5,8.5,2.5,21.3
S03_selected_tokens_0061,373.3,1087.1,2601.2,-16.6,-90.7,-146.2,-3,116.5,32.7,-16,-76.4,30.7,-6.8,47.7,38.7,-7.7,-37.4,9.5
S03_selected_tokens_0062,366.8,2393.1,2728.7,-32.1,117.6,170.6,-14.3,-28.3,125.9,-20.3,-0.5,23.5,-14.3,-11,16.9,-13.8,-0.5,43.2
S03_selected_tokens_0063,413.4,1287.6,2495.1,42.5,-54.4,11.6,5.8,183,19.9,-0.5,-50.7,19.5,-10.6,54,5,-3.2,-33.8,24.5
S03_selected_tokens_0064,262.8,1187.2,2613.9,3.6,-196.9,-10.3,-2.3,-83.8,-20.2,-4.6,-83.4,10.4,-0.4,-43.5,-0.9,0.5,-18.7,6
S03_selected_tokens_0065,369.2,1477.8,2484.8,-17.1,259.7,17,-15.5,174.7,3,-3.4,-22.2,-3.1,2.1,61.6,60.1,-0.3,-11.9,21
S03_selected_tokens_0066,382.3,2253.5,2754.4,-26.6,161.5,213.4,12.2,-1.3,88,1.2,-14.6,35.1,-6.1,-35.9,47.4,3.9,9.2,-11.9
S03_selected_tokens_0067,383.3,1607.1,2195.1,23.8,-41.8,-16.4,-29.8,-0.3,-66.4,26.3,6.7,-17.9,-19.8,-17.1,-4.4,15.8,16.2,-24.7
S03_selected_tokens_0068,391.4,1818.2,2282.7,-18.5,-139.8,-142.8,-13.4,6.8,-74.6,-3.8,-59.6,-40.8,-3,-3.5,-7.2,-0.4,-14.5,-2.2
S03_selected_tokens_0069,378.6,1572.8,2295.4,3.9,49.8,-136,-5.4,46.8,-63.5,0.6,-30.3,-12.4,-3.6,3.4,-11.4,0.1,-21.2,-19.4
S03_selected_tokens_0070,374.7,2198.6,2479.5,-3.9,-47.4,-113,-6,-51.2,-57.5,-0.9,-74.2,-37.8,-2.3,-35.5,-19.6,-0.2,-9.7,-11.1
S03_selected_tokens_0071,409.1,1445,2220.6,-1.4,-17.3,-238.2,-2,56,-68.3,0.7,-66.7,-16.6,-0.7,23.3,-32.2,1.1,-15.1,13.1
S03_selected_tokens_0072,397,2121,2297.9,-0.3,-70.3,-73.4,-2.5,-50.2,-1.4,1.9,-37.6,-38.2,-1.1,-21,0.8,1.2,3.6,-16.8
S03_selected_tokens_0073,397.2,2001,2652.2,-13.6,223.3,94.9,-20.7,22.7,84.7,-18.2,-45.9,32.5,-15.1,-12.2,9.8,-12,-15.7,1.6
S03_selected_tokens_0074,388.1,2368.1,2812.4,-25.5,50.1,52,-14.3,-58,68.1,-14.1,20.9,-10.3,-13.9,-4.8,52.7,-10.7,-2.3,22.8
S03_selected_tokens_0075,391.4,1512,2427.7,-22.7,111.8,75,-15.5,167.9,3.7,-15.3,-84.3,-33.3,-13.1,64.7,24.5,-8.9,-7.2,-2.7
S03_selected_tokens_0076,378.9,2488.2,2904,-27.5,108.8,80.8,-14.3,-39,71.8,-10.5,-5.7,-0.5,-14.3,-28.3,26,-10.2,-6.1,9.9
S03_selected_tokens_0077,405.3,1892.9,2525.3,-5.2,153,25,-0.3,49,32.5,-2.3,14.6,21.5,-1.3,-0.5,32.3,-1.2,1.9,11.6
S03_selected_tokens_0078,403.2,2273.7,2792.5,-6.9,65.9,140,-1.3,-27.1,-5.3,1.6,10.8,9.1,-2.3,-18.9,-11.3,0.7,5.9,6
S03_selected_tokens_0079,385.8,2057.4,2604.8,-25.4,244,87.1,-10.7,-11.2,122,-10.4,-43,20.3,-13.5,35.2,34.2,-4.5,-14,-3
S03_selected_tokens_0080,381.4,2444.7,2778.1,-28.7,-51.8,5.8,-19.4,-32,122.8,-13.6,-6.4,7.8,-14.3,-45.8,47.6,-13.8,-27.6,30.8
S03_selected_tokens_0081,872.8,2179.3,2830,-195.5,334.7,101.9,-50,-28.5,99.3,-14.7,-16.5,-24.5,-20.8,24.8,28.5,-13,-10.6,55.3
S03_selected_tokens_0082,687.3,2478,3148.2,-348.7,409.6,389.9,32.4,-55,42,48.8,-42.1,2.4,-30.8,7.2,-69.3,-29.1,33.5,42.8
S03_selected_tokens_0083,827.3,1931.4,2901.9,-64.4,143.8,-67,-7.9,2,68.9,3.8,15.6,9,-7.7,-13.6,0,4.3,9.1,-54.2
S03_selected_tokens_0084,751,1926.7,3003.4,-182.5,419.6,-196.5,-117,58.1,2.5,-27.3,-4.4,12.3,-36.5,26.6,-38.8,-8,3.9,-16.8
S03_selected_tokens_0085,826.5,2193.6,2974,-214.4,311.5,-60.4,-57.3,-161.8,57.8,22.9,13.6,-53.3,-31.7,-22.4,40.2,11.9,1.3,-33.1
S03_selected_tokens_0086,583.8,2398.6,3091.4,-267.7,512.5,208.6,50.7,-161.2,-64.4,66.8,0.7,-5.2,-81.7,-27.6,-38.3,31.2,1.5,15.8
S03_selected_tokens_0087,629.1,2090.8,2760.8,-67.9,232.6,276,-24.8,-107,-52.1,20.8,31.9,-82.2,-37,-31.8,63.5,2.5,-13.9,-55.3
S03_selected_tokens_0088,626.8,2350.7,2987.4,-266.5,321.1,10.5,38.9,-143.8,-75.9,21.5,8.7,-47,-8.8,-22.2,-34,-9.4,24.9,-6.5
S03_selected_tokens_0089,982.5,2083.3,2925.1,-46.8,303.5,109,-34.2,-51.4,77.4,-3.2,-25.9,-116.2,-20.1,0.6,78.2,0,-15.6,-35.2
S03_selected_tokens_0090,673.1,2323.5,3045,-218.9,561.4,124.7,-81.2,-71.9,-52.4,101,7.6,53,-71.4,-67.9,33.1,22.5,-13.1,-7
S03_selected_tokens_0091,810.1,2096.5,2946.5,-142.4,245.1,2,-47.5,-85.4,-17.9,-7.8,-31.6,-51,-23.7,-4,-7.3,-0.3,-22.5,-74.4
S03_selected_tokens_0092,677.4,2274.1,3127.7,-329.8,499.3,77.7,-30.7,-13.1,118,65.7,-68.3,-8.1,11.1,2.3,-19,-11.6,-19.4,-14.3
S03_selected_tokens_0093,909.9,2022.1,2895.6,-54.5,111.6,45,-31.2,20.5,82.5,-14.4,-34.3,-51.4,-10.2,0.5,16.3,-1.9,-7,22.8
S03_selected_tokens_0094,757.9,2211.6,3107.6,-256.6,393.8,12.4,-46.8,-72.3,-67.4,3,-7.6,-19,-2,-9,-27.8,4.2,3.1,-15.8
S03_selected_tokens_0095,869.2,1976.6,2784.6,-69.3,210.2,-510.1,-38.8,-135.7,-17,-7.7,-62.2,-44.3,-16,-31.7,0.1,-8.4,-15.3,9.8
S03_selected_tokens_0096,733.7,2183.5,2824.2,-267.8,258.4,-260,-58.9,-283.9,-170.6,4.7,-92.7,-126.2,-23.4,-51.7,-24.2,-0.6,-49,-20.1
S03_selected_tokens_0097,757.5,2101.5,2970.2,-183.6,213.5,-93.8,-66.3,-111,48.1,8.1,-26.6,-99.4,-12.1,-7.1,59.5,8.1,-6.7,5.1
S03_selected_tokens_0098,649.6,2388.8,3153,-291.7,396,-22.9,28.4,-136,-26.2,23.6,-47.1,-84.1,-14.7,-15.6,-45.9,-9.6,-20.2,2.4
S03_selected_tokens_0099,873,2142,2942.3,-130.8,216.2,91.2,-48.4,-4.9,6.2,-27,-51.4,-35.3,-32.9,2,-11,-26.8,-11.7,-6
S03_selected_tokens_0100,714.1,2348.4,3114.4,-282.9,459.1,159.3,-39.9,11.5,43.8,31.6,-32.7,20.9,3,-6.6,-4.7,-4.5,-20.9,-7.6
S03_selected_tokens_0101,981.4,1753.1,2815.2,-31.4,57.8,-136.1,-42.9,-10,0.4,26.7,5,37.8,-17.4,28.4,47.2,8.6,21.8,22
S03_selected_tokens_0102,932.2,1493.2,2898.9,-18.4,40.5,-86.9,-44.9,40.5,-55.3,10.8,-2.1,-7.2,-13.1,8.3,7,6.3,-9.7,-12.4
S03_selected_tokens_0103,945.2,1857.1,2823.8,-24.8,88,-20,-28.1,57.9,14.1,5.6,-12,13.6,-10.1,45.3,42.6,2.5,-12.4,-11.4
S03_selected_tokens_0104,931.8,1509.1,3104,-9,-0.8,16.6,-39.9,90.7,-151.5,8.7,-25.9,6.3,-12.7,39.4,-15.9,7,-0.2,-19.8
S03_selected_tokens_0105,998,1694.3,2649.5,15.8,-2.4,-118.3,-3.7,34.3,66,14,-19.4,-30.4,5.3,11.4,54.9,11.9,-3.3,-16.3
S03_selected_tokens_0106,959.6,1491.7,2905.6,-1,-65.2,-24.5,-8.3,64.4,-69.3,13.7,-28.7,38.9,-3.1,34,-23.9,5.7,-1.5,-11.2
S03_selected_tokens_0107,965.6,1846.6,2806.4,-20.4,133,-50.9,-19.1,109,75.7,5.3,-24.5,30.6,-16.5,27.5,7.6,-2.1,0.4,-13.8
S03_selected_tokens_0108,953.9,1489.1,2792.4,-13.3,32.4,-34.3,-63.4,131.9,5.9,9.1,-3.2,47.7,-41.2,49.8,25.6,-1.1,-7.2,20.9
S03_selected_tokens_0109,921.8,1746.9,2681.5,-77.4,192.8,-43.4,-40.6,134.3,82.8,-18.6,-6.1,10,-20.4,9.3,42.3,-14,9.8,-2.2
S03_selected_tokens_0110,941.9,1559.6,2709.3,-53.2,77.5,-139.8,-44.4,124.3,-18.9,-7,30,32.5,-15.1,25.6,-10.2,-1.5,2.2,14.7
S03_selected_tokens_0111,975.9,1742.7,2704.2,-17.2,60,-34.3,-32.6,61.8,30.1,12.6,25.2,29.2,-22.8,-1.7,10.4,-0.5,-2.1,12.8
S03_selected_tokens_0112,960.3,1455.6,2834.7,12.2,151.4,-52.6,13.9,62.4,-21.1,11.8,-37.4,31.5,6.3,48.4,-19.5,7.3,8.2,35
S03_selected_tokens_0113,941.2,1644.8,2668.9,-39.5,82.8,-83.3,-38.1,109.8,44.5,-9.2,-61.9,27.5,-7.5,-10.3,12.7,4.1,49.9,22.2
S03_selected_tokens_0114,945.3,1462.9,2785.9,-31,19.8,-110.1,-26.2,81.3,-63.7,-2.9,20,18.6,-5.3,14.1,1.8,-1.4,-11.5,15.6
S03_selected_tokens_0115,939.4,1785.8,2699.1,-20.4,255.2,7,-40.9,68.5,108.6,22.9,34.4,50.9,-31.1,7.2,7.1,11.7,4.7,-15.8
S03_selected_tokens_0116,907.2,1575,2728.5,-90.2,183.3,-134.3,-102.5,88.7,31.6,-36.7,27.5,68.2,-45.4,23.1,32,-13,15,38.2
S03_selected_tokens_0117,961.3,1677.6,2771.3,-14.8,91.9,-81.8,-6.2,30.6,21.2,-3.2,18.7,33.9,-2.5,12.7,4.2,-3.6,13.1,10.3
S03_selected_tokens_0118,940.4,1446.6,2895.6,7.7,63.2,-123,-6.5,55.1,19.1,3.4,-11.8,36.1,19.6,16.9,-11.8,9.7,5.3,13.6
S03_selected_tokens_0119,957.3,1775.9,2705.4,-35.3,85.3,-62.2,-7.7,31,22.8,-1.9,-5.7,-14.9,-8.5,-14.6,7,-1.2,-10.5,0.7
S03_selected_tokens_0120,941.8,1489.5,2597.2,-16.2,47.7,-135.9,-20.6,95.2,-73.5,-5.3,0.2,-11.6,-5,-24,-1.5,-6.6,-21.1,-18.7
