number,file,label,group,color
54,S18_selected_tokens_0054.wav,OW,14,Maroon
55,S18_selected_tokens_0055.wav,OW,14,Maroon
56,S18_selected_tokens_0056.wav,OW,14,Maroon
57,S18_selected_tokens_0057.wav,OW,14,Maroon
58,S18_selected_tokens_0058.wav,OW,14,Maroon
59,S18_selected_tokens_0059.wav,OW,14,Maroon
60,S18_selected_tokens_0060.wav,OW,14,Maroon
61,S18_selected_tokens_0061.wav,UW,17,Cyan
62,S18_selected_tokens_0062.wav,UW,17,Cyan
63,S18_selected_tokens_0063.wav,UW,17,Cyan
64,S18_selected_tokens_0064.wav,UW,17,Cyan
65,S18_selected_tokens_0065.wav,UW,17,Cyan
66,S18_selected_tokens_0066.wav,UW,17,Cyan
67,S18_selected_tokens_0067.wav,UW,17,Cyan
68,S18_selected_tokens_0068.wav,UW,17,Cyan
69,S18_selected_tokens_0069.wav,UW,17,Cyan
70,S18_selected_tokens_0070.wav,UW,17,Cyan
71,S18_selected_tokens_0071.wav,UW,17,Cyan
72,S18_selected_tokens_0072.wav,UW,17,Cyan
73,S18_selected_tokens_0073.wav,UW,17,Cyan
74,S18_selected_tokens_0074.wav,UW,17,Cyan
75,S18_selected_tokens_0075.wav,UW,17,Cyan
76,S18_selected_tokens_0076.wav,UW,17,Cyan
77,S18_selected_tokens_0077.wav,UW,17,Cyan
78,S18_selected_tokens_0078.wav,UW,17,Cyan
79,S18_selected_tokens_0079.wav,UW,17,Cyan
80,S18_selected_tokens_0080.wav,UW,17,Cyan
81,S18_selected_tokens_0081.wav,AE,2,Blue
82,S18_selected_tokens_0082.wav,AE,2,Blue
83,S18_selected_tokens_0083.wav,AE,2,Blue
84,S18_selected_tokens_0084.wav,AE,2,Blue
85,S18_selected_tokens_0085.wav,AE,2,Blue
86,S18_selected_tokens_0086.wav,AE,2,Blue
87,S18_selected_tokens_0087.wav,AE,2,Blue
88,S18_selected_tokens_0088.wav,AE,2,Blue
89,S18_selected_tokens_0089.wav,AE,2,Blue
90,S18_selected_tokens_0090.wav,AE,2,Blue
91,S18_selected_tokens_0091.wav,AE,2,Blue
92,S18_selected_tokens_0092.wav,AE,2,Blue
93,S18_selected_tokens_0093.wav,AE,2,Blue
94,S18_selected_tokens_0094.wav,AE,2,Blue
95,S18_selected_tokens_0095.wav,AE,2,Blue
96,S18_selected_tokens_0096.wav,AE,2,Blue
97,S18_selected_tokens_0097.wav,AE,2,Blue
98,S18_selected_tokens_0098.wav,AE,2,Blue
99,S18_selected_tokens_0099.wav,AE,2,Blue
100,S18_selected_tokens_0100.wav,AE,2,Blue
101,S18_selected_tokens_0101.wav,AE,2,Blue
102,S18_selected_tokens_0102.wav,AE,2,Blue
103,S18_selected_tokens_0103.wav,AE,2,Blue
104,S18_selected_tokens_0104.wav,AE,2,Blue
105,S18_selected_tokens_0105.wav,AE,2,Blue
106,S18_selected_tokens_0106.wav,AE,2,Blue
107,S18_selected_tokens_0107.wav,AE,2,Blue
108,S18_selected_tokens_0108.wav,AE,2,Blue
109,S18_selected_tokens_0109.wav,AE,2,Blue
110,S18_selected_tokens_0110.wav,AE,2,Blue
111,S18_selected_tokens_0111.wav,AE,2,Blue
112,S18_selected_tokens_0112.wav,AE,2,Blue
113,S18_selected_tokens_0113.wav,AE,2,Blue
114,S18_selected_tokens_0114.wav,AE,2,Blue
115,S18_selected_tokens_0115.wav,AE,2,Blue
116,S18_selected_tokens_0116.wav,AE,2,Blue
117,S18_selected_tokens_0117.wav,AE,2,Blue
118,S18_selected_tokens_0118.wav,AE,2,Blue
119,S18_selected_tokens_0119.wav,AE,2,Blue
120,S18_selected_tokens_0120.wav,AE,2,Blue
