filename,speaker,item_code,variableN,rowN,variantN,word,variant
S18_4-4-3_modem_N,S18,4-4-3,4,4,3,modem,N
S18_4-5-3_posers_N,S18,4-5-3,4,5,3,posers,N
S18_4-6-2_roller_O,S18,4-6-2,4,6,2,roller,O
S18_4-6-3_robot_N,S18,4-6-3,4,6,3,robot,N
S18_4-7-3_sojourn_N,S18,4-7-3,4,7,3,sojourn,N
S18_4-8-3_soda_N,S18,4-8-3,4,8,3,soda,N
S18_4-9-3_podium_N,S18,4-9-3,4,9,3,podium,N
S18_4-10-3_soberness_N,S18,4-10-3,4,10,3,soberness,N
S18_5-1-2_keeling_O,S18,5-1-2,5,1,2,keeling,O
S18_5-1-3_kudo_N,S18,5-1-3,5,1,3,kudo,N
S18_5-2-2_meanest_O,S18,5-2-2,5,2,2,meanest,O
S18_5-2-3_moody_N,S18,5-2-3,5,2,3,moody,N
S18_5-3-2_needless_O,S18,5-3-2,5,3,2,needless,O
S18_5-3-3_noodle_N,S18,5-3-3,5,3,3,noodle,N
S18_5-4-2_realist_O,S18,5-4-2,5,4,2,realist,O
S18_5-4-3_rudeness_N,S18,5-4-3,5,4,3,rudeness,N
S18_5-5-2_breather_O,S18,5-5-2,5,5,2,breather,O
S18_5-5-3_brooding_N,S18,5-5-3,5,5,3,brooding,N
S18_5-6-2_preening_O,S18,5-6-2,5,6,2,preening,O
S18_5-6-3_prudish_N,S18,5-6-3,5,6,3,prudish,N
S18_5-7-2_stealing_O,S18,5-7-2,5,7,2,stealing,O
S18_5-7-3_students_N,S18,5-7-3,5,7,3,students,N
S18_5-8-2_schemer_O,S18,5-8-2,5,8,2,schemer,O
S18_5-8-3_scooted_N,S18,5-8-3,5,8,3,scooted,N
S18_5-9-2_seediest_O,S18,5-9-2,5,9,2,seediest,O
S18_5-9-3_soothingly_N,S18,5-9-3,5,9,3,soothingly,N
S18_5-10-2_steamroller_O,S18,5-10-2,5,10,2,steamroller,O
S18_5-10-3_studious_N,S18,5-10-3,5,10,3,studious,N
S18_6-1-2_keenly_O,S18,6-1-2,6,1,2,keenly,O
S18_6-1-3_candied_N,S18,6-1-3,6,1,3,candied,N
S18_6-2-2_chinos_O,S18,6-2-2,6,2,2,chinos,O
S18_6-2-3_channeled_N,S18,6-2-3,6,2,3,channeled,N
S18_6-3-2_dealer_O,S18,6-3-2,6,3,2,dealer,O
S18_6-3-3_dancer_N,S18,6-3-3,6,3,3,dancer,N
S18_6-4-2_feelings_O,S18,6-4-2,6,4,2,feelings,O
S18_6-4-3_fancy_N,S18,6-4-3,6,4,3,fancy,N
S18_6-5-2_teething_O,S18,6-5-2,6,5,2,teething,O
S18_6-5-3_tantrums_N,S18,6-5-3,6,5,3,tantrums,N
S18_6-6-2_venus_O,S18,6-6-2,6,6,2,venus,O
S18_6-6-3_vanish_N,S18,6-6-3,6,6,3,vanish,N
S18_6-7-2_media_O,S18,6-7-2,6,7,2,media,O
S18_6-7-3_manager_N,S18,6-7-3,6,7,3,manager,N
S18_6-8-2_readership_O,S18,6-8-2,6,8,2,readership,O
S18_6-8-3_randomness_N,S18,6-8-3,6,8,3,randomness,N
S18_6-9-2_beadier_O,S18,6-9-2,6,9,2,beadier,O
S18_6-9-3_banditry_N,S18,6-9-3,6,9,3,banditry,N
S18_6-10-2_scenery_O,S18,6-10-2,6,10,2,scenery,O
S18_6-10-3_sanity_N,S18,6-10-3,6,10,3,sanity,N
S18_7-1-2_balance_O,S18,7-1-2,7,1,2,balance,O
S18_7-1-3_battles_N,S18,7-1-3,7,1,3,battles,N
S18_7-2-2_mallard_O,S18,7-2-2,7,2,2,mallard,O
S18_7-2-3_madden_N,S18,7-2-3,7,2,3,madden,N
S18_7-3-2_palate_O,S18,7-3-2,7,3,2,palate,O
S18_7-3-3_padding_N,S18,7-3-3,7,3,3,padding,N
S18_7-4-2_salads_O,S18,7-4-2,7,4,2,salads,O
S18_7-4-3_saddest_N,S18,7-4-3,7,4,3,saddest,N
S18_7-5-2_shallow_O,S18,7-5-2,7,5,2,shallow,O
S18_7-5-3_shattered_N,S18,7-5-3,7,5,3,shattered,N
S18_7-6-2_tallow_O,S18,7-6-2,7,6,2,tallow,O
S18_7-6-3_tatters_N,S18,7-6-3,7,6,3,tatters,N
S18_7-7-2_balcony_O,S18,7-7-2,7,7,2,balcony,O
S18_7-7-3_battery_N,S18,7-7-3,7,7,3,battery,N
S18_7-8-2_galleries_O,S18,7-8-2,7,8,2,galleries,O
S18_7-8-3_gatherings_N,S18,7-8-3,7,8,3,gatherings,N
S18_7-9-2_tallying_O,S18,7-9-2,7,9,2,tallying,O
S18_7-9-3_tattletales_N,S18,7-9-3,7,9,3,tattletales,N
S18_7-10-2_challenges_O,S18,7-10-2,7,10,2,challenges,O
S18_7-10-3_chattering_N,S18,7-10-3,7,10,3,chattering,N
S18_8-1-2_cosign_O,S18,8-1-2,8,1,2,cosign,O
S18_8-1-3_coastguard_N,S18,8-1-3,8,1,3,coastguard,N
S18_8-2-2_fastened_O,S18,8-2-2,8,2,2,fastened,O
S18_8-2-3_fastball_N,S18,8-2-3,8,2,3,fastball,N
S18_8-3-2_lasso_O,S18,8-3-2,8,3,2,lasso,O
S18_8-3-3_lastly_N,S18,8-3-3,8,3,3,lastly,N
S18_8-4-2_wrestled_O,S18,8-4-2,8,4,2,wrestled,O
S18_8-4-3_restful_N,S18,8-4-3,8,4,3,restful,N
S18_8-5-2_sophomore_O,S18,8-5-2,8,5,2,sophomore,O
S18_8-5-3_softball_N,S18,8-5-3,8,5,3,softball,N
S18_8-6-2_vassal_O,S18,8-6-2,8,6,2,vassal,O
S18_8-6-3_vastly_N,S18,8-6-3,8,6,3,vastly,N
S18_8-7-2_wayside_O,S18,8-7-2,8,7,2,wayside,O
S18_8-7-3_waistline_N,S18,8-7-3,8,7,3,waistline,N
S18_8-8-3_restlessness_N,S18,8-8-3,8,8,3,restlessness,N
S18_8-9-2_whispery_O,S18,8-9-2,8,9,2,whispery,O
S18_8-9-3_wistfulness_N,S18,8-9-3,8,9,3,wistfulness,N
S18_8-10-3_wristwatches_N,S18,8-10-3,8,10,3,wristwatches,N
