e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20
10241.4,10287.9,10606.4,398.7,243.6,287.2,311.5,382.8,305.7,209,105,112.1,120.2,107.3,101.9,96.7,94.1,101.5,102.9,115.7
145.3,128,349.3,323.1,433.1,42.8,39.4,39.6,41.7,46.8,55.8,51.8,42.6,40.5,41.6,42.3,46.9,50.4,44.1,45.5
10359.7,10308.2,10374.9,309.1,278.6,162.3,215.7,172.8,169.8,136.2,92.7,75.5,78,83,85.8,86.2,88.5,78.2,67.3,76.4
290.6,291,418.3,402.8,250.6,558.4,220,159.9,62.3,57.8,80.5,87.7,79.9,67.7,61.6,63.4,65,65.4,64.3,69.3
10185.5,10399.7,10234.1,10149.2,534.8,219.5,156,154.2,181.9,149,120.3,158.2,123.3,134.9,143.2,138.3,132.4,129.3,129,131.7
133.6,304.9,406,252,205.5,253.5,323.8,95.3,52.5,53.1,52.4,50.2,49.3,49.4,47.9,49,52.3,53.6,52.6,54.2
10369.9,10243.2,10467.3,651,201,203,118.7,161.6,83.9,60.3,60.7,57.3,50.3,47.8,47.9,51.5,47.9,59.2,86.4,110.7
262.8,142.2,178.2,258.7,263.6,139.4,182.7,190.4,147.8,110,102,92.8,79.7,70,60.4,81.1,93,91.6,82.3,84.1
10267.4,10350.5,415.8,438.4,292.8,285.2,261.5,144.8,74.6,70.8,76.8,84.3,80.8,81,79.1,81.6,106.7,123.2,155.6,354.6
290,322.1,429,337.4,288,122.2,123.3,90.2,74,95.7,65.5,67.4,69.9,69.2,66.2,66.3,68.9,67.8,64.8,70.7
10233,10188.2,200.9,373.1,327.8,165.3,171,174.7,182.1,196.8,233.9,198,177.7,161.5,159.3,149.3,143.6,130.5,129.5,126.4
193.8,205.4,249.5,277.9,237.1,347.5,287.8,168.6,108.4,83.1,87.7,89.1,95,97.6,94.1,94.6,99,106,122.3,128.4
10272.4,10188.8,10285.3,460.7,273.5,253.8,239.8,207,169.7,164.9,178.5,148.1,191.5,177.8,145.9,107.8,131.5,106.6,112.8,125.4
128.9,155.3,179.4,239.1,353.3,346.3,266,245.4,142.8,42.5,39.8,40,41.2,40.8,41.3,43.4,46.1,49.8,48,53.4
10322.2,10146.4,10149,487.2,222,81.8,73.1,84.2,80.1,77.6,78.8,72.7,74.3,79.1,80.5,83.8,89.6,88.4,96.3,113.2
210.1,242.9,326.1,168.7,215.8,707.8,232.7,75.6,75.4,43.2,43.9,46.4,44,44.3,46.6,51.3,52,51.1,56.7,76.2
10206.1,10216.9,10186.1,10158.1,345.2,123.2,164.1,112.9,162.5,173.5,170.6,172.8,162,149.4,142.9,145.1,148.7,111.8,104.7,99.3
571.3,10508.7,10468.3,690.4,133.1,52.9,48.6,47.9,53.8,70.2,67.2,66.4,66,71.7,81.5,92.8,97.7,78.5,65.2,67.4
99.2,83.3,80.8,70,53.4,96.4,169.9,157.4,145.8,158.2,68.6,71.2,67.1,66,62.9,67.3,85.3,75.3,76.8,84.3
339.3,283.9,220.2,201.1,193.9,171.1,37.5,35.7,42,100.3,54,62.7,60.8,66.7,74.4,83.9,93.3,83.1,67.4,74.6
64.7,38.2,30.8,30.6,28.1,29.6,31.4,34,36.9,37.6,39,42.5,45.6,48.2,50.5,52.8,55.4,48.3,46,50.8
64,66.7,68.6,67,63.3,61.2,98.3,115.4,129.9,131.2,97.8,64.7,59.5,62.6,66.6,70.9,70.6,73.4,77.8,82.9
106,105.4,112.8,125.3,89.2,94.2,70.7,65.8,78.1,85.7,87.3,81.8,81,83,92.1,102.4,121.8,128,117.2,114.6
66.5,94.4,108.6,193.7,109.1,242.4,23.2,21.9,21.8,23.5,21,18.3,19.4,22,28.4,35.9,42.3,57.8,101.1,108.2
51.2,51.3,39.4,84,93.1,87.3,71.3,66.1,72.4,69.9,57.9,46.5,37.1,33.2,30.8,27.8,30.1,31.4,38.4,37.8
29.5,28.2,27,26.1,143.2,180.2,40.5,28.2,27,26.6,27,27,28.5,28.6,27.2,24.7,22.4,20.7,21.9,30.2
245.4,55.3,47.4,41.1,43.9,47.5,59,96.5,53.3,70.7,64.3,69.2,68.3,66.5,68.8,87.4,67.6,69.4,70.7,76.2
73.8,68.8,65.6,58.4,59.6,232,216.7,118.8,102.1,64.4,74,84.7,75.1,51.8,42.3,41.8,67.6,134.2,138.6,110.5
79.8,69.2,45.4,42.9,42.3,44.1,46.1,53.7,45.4,41.9,38.8,38.9,41.3,41.6,44.1,46.8,48,45.5,51.9,61.4
86.2,55,45.8,43.5,40.7,53.8,233.3,192.5,54.1,49.7,46,43.9,41.7,40.7,39.2,37.5,39.7,41.6,46.3,61.8
206.2,160.2,246.2,360.3,137.2,110.2,126.9,132.6,126.1,126.1,103.8,81.9,81.8,86.7,91.9,92.9,99.5,105.7,113.8,121.7
131,309.1,314.5,505.5,292.8,158.9,36.6,38.4,38.6,40.7,39.6,36.3,38.1,39.9,40.2,42,44.2,42,55.8,71.3
273.5,255.5,208.5,353.6,328.1,301,200.6,63.4,68,83.6,93,91.6,89,89.7,96.5,107.3,97.9,102.2,91.1,101.5
164.1,200.7,274.4,321.5,396.2,261.2,191.8,54.1,48.4,49.4,43.2,36.6,32.8,30.7,33.5,44.5,67.3,78.2,82.1,89
316.2,25.7,24.4,24.7,24.3,24.7,25.3,26.9,31.9,34,33,34.1,31.3,28.3,33.2,44.4,59.7,81.4,75.8,92.4
483.6,476.1,394.9,239,111.5,29.1,25.3,24.4,27.4,32.3,37.6,37.4,39.5,37,41.2,59.8,65.6,64.9,72.4,83.4
371.8,411.1,302.2,197.5,141,226.2,150.1,170.9,135.5,68.5,65.9,64.2,63.6,64.3,59.7,60.4,62.3,62.2,78.7,83.9
43.3,44.3,55.4,114.2,216.5,182.1,93.4,133.1,338.3,354.6,328.4,154.3,85.3,84.5,115.7,146.7,177.1,184.9,164.1,149.1
139.5,142.9,133.4,137.1,344.8,252.2,227.6,485.3,453.9,120.4,149.3,147.4,136.8,129.9,80.3,92.8,123.7,70.9,63.3,64.8
102.7,84.4,92.5,97.9,112.3,107.5,95.9,124.6,138.1,216.8,255.6,279.6,82.7,69,68.2,68.6,69.2,78.9,86.1,65
92.1,64.8,82.6,128.8,157.7,171.5,168.8,175.1,103.6,101.4,184.1,132.1,40.4,37.9,37.7,37.8,38,46,45.2,46.1
57.5,88,99.7,97.1,99.7,61.7,84.8,143.5,148.7,131.8,41.8,41.2,46.3,48.4,51.3,54,55.6,54.8,49.3,49.2
85.3,87.1,101.1,129.1,103.7,73.9,76.4,101.4,208.4,228.7,135.9,111.5,89.4,80.6,77.4,76.2,77.2,82.6,82.9,79.7
91.3,86.4,83.7,91.5,200.6,307.8,88.6,86.2,248.5,266.5,292.5,46.3,41.8,42.9,44.2,49.8,60.3,69.4,64.8,54.6
148,260.8,296.1,341.4,347.7,224.5,165.2,155.9,342.5,191.9,274.6,130.4,68.6,66.3,62.1,76.4,73.5,79.9,72.3,70.7
144.5,82.9,55.2,62.4,119.3,132.1,204.5,208.3,325,245.5,350.3,336.1,84.1,86,82.3,72.7,77.5,112.5,115.2,104.9
164.6,200,217.5,261.6,97.1,182,192.3,313.1,308.4,194.4,363,374.8,140.6,49.8,49.2,51.2,55.8,75.4,67.1,54.7
81.3,75.9,79.2,98.2,116.9,107,104.3,136.7,141.7,230.9,225.1,191.3,159.5,109.2,101,84.6,89.4,91.8,81,72.7
236.1,249.2,241,184.3,152.4,168.5,143.7,114.8,97.9,135,134,116.5,113.1,91.9,90.6,88.7,87.8,81.2,68.5,81
65.6,86,94.6,95.1,50.9,36.5,59.7,215.9,168.4,136.4,108.5,67,80.4,77.9,59,44.5,45.4,44.9,45.3,46.1
148.2,187.9,198.4,198.7,162,155.1,152.5,195,281.6,357.2,62.9,39.3,39,39.9,40.3,44.5,45.4,48.3,51.7,59.4
443.8,273.5,105.4,103.2,110,130.6,144.8,150.1,192.6,277.2,107.6,122,170.6,327.1,236.7,271.9,111.3,53.8,49.5,49.8
143,158.3,184.1,275.7,180.6,136.8,132.7,131.7,136.5,138.2,168.2,289.1,318,72.4,72.1,78.5,81,78.5,74.1,68.9
105.3,108.6,114.8,147.8,168.1,163.4,126.9,164.7,260.8,210.7,41.3,43.4,46.4,48.8,50.3,48.1,46.6,47.2,42.3,43.5
97.4,118.2,130.3,140.6,163,160.5,173.7,123,165.2,108.9,119.6,248.1,88.8,77.2,72.9,71.3,61.3,62.6,47.8,45.7
116.2,148.2,157,112.5,121.5,93.3,78.3,88.9,171.7,315.2,52.8,48.9,44,44,47.2,49.4,51.5,46.6,46.1,48.1
89.1,96.2,90.8,92.6,89.7,114.4,116.9,114.9,88.4,183.1,99,92.3,89.4,82.6,77.3,79.8,81.4,70.9,61,57
115.2,144.3,209.1,356.8,506.7,286,243.9,608.9,516.1,227.6,242.1,192.3,178.2,51.9,57.8,64.7,70.6,71.1,72.5,64.2
146.3,135.8,133.6,158.8,113.1,91.6,87,146.8,10614.4,638.4,710.3,639.3,397.6,112.7,64.2,68.8,79.6,86.6,89,91.3
52.1,55.3,77,121.4,211.5,171.3,130.2,125.5,138.7,392,562.6,68.2,46.3,53.9,62.1,61.8,63.6,64,59.4,57.1
100.4,153.2,260.6,422.4,479.7,452.9,446.4,637.2,347.4,68.6,71.2,76.4,86,106.3,124.6,124.3,128.6,133.1,117.4,112.6
65.3,74.2,78.6,114.4,118.9,139.6,168.4,105.6,309.8,377.9,330.2,47.2,48.3,53.6,59.6,63.3,62,61.4,59.7,61.9
92.8,89.7,10095.5,10105.1,10253.4,424.6,500.3,392.6,392.7,147.9,263.8,43.4,44.3,54.1,57.3,57.8,56.8,51.8,52.7,54.4
100.9,122,122.7,121.5,126.8,125.7,120,91.6,90.8,156.7,189.9,190.2,129.6,88.3,95.5,93.2,90.5,81.5,76.4,74.4
66.2,71.2,74.8,76.5,79.5,91.1,137.6,181.6,202.1,222.4,256.1,227.5,154.8,146.7,143.3,123.3,87.5,69.4,79.4,97.2
81.4,83.8,98.8,102,128.1,127.6,139.2,228.7,303.8,275.4,330.6,443.4,243.4,124.7,115.7,71.7,84.9,116.7,118.9,112
137.6,153,177.6,173.7,191.9,177.2,178.7,158.2,156.4,189.1,185.9,188.1,280.2,248.6,123.1,66.1,55.3,60.2,65.7,72.6
113.2,107,96.9,84.7,77.9,100.5,128.8,119.6,209.6,206.7,217.5,202,219.3,204.2,200.6,113.4,80.3,72.1,62.4,56.4
89.4,81.1,83.3,86.6,110.3,136.6,174.4,202,221.1,242.7,233.3,206.6,443.7,138.2,169.2,140.4,63.3,65.5,66,72.6
94.6,154.3,205.2,258.8,217.7,213.2,241.5,331.8,339.6,306.4,241.8,386.9,324,279.1,200.3,80.3,81.9,89.5,101.1,106.6
95.7,74.9,71,69.7,75.2,86.2,155.2,477.9,439.3,220.8,241.3,281.1,420.8,287.2,203.4,218,199.7,165.7,168.8,153.2
80.1,94,109.1,112.8,121.5,166.2,207.1,251.1,274.8,291.9,218.2,296.6,116.2,107.5,99.3,101.2,116.9,132.1,127.1,126
85.5,106.7,104.9,99.3,110.9,128.4,265.5,307.6,398.1,218.9,186.8,155.8,187.8,67.8,69.6,74,79.4,82.4,74.9,70.6
76.1,85.9,113.8,136.1,136.2,153.8,109.6,105.2,106.5,114.3,198.7,211.9,37.7,35.2,34.4,37.5,41.2,45.1,43.7,41.2
105.7,114.1,127.3,158.3,165.9,163.5,59.7,53.7,129.7,351.3,237.5,141.4,104.5,96.2,45.3,41.6,43.1,46.6,45.1,43.3
118.5,115.9,132.6,92.1,114.5,143.4,155.7,201.3,196.9,176.7,163.4,245.5,240.6,195.2,208.3,32,31.2,31.2,31,32.9
72.4,73.1,88.4,112.6,120.1,105.2,108.3,108.2,312.2,501,181.2,76.1,40,48.8,53.5,52.9,45.6,41.7,42.3,43.7
