file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
S01_selected_tokens_0077,440,1653.2,2770.4,11.3,73.8,-36,-10.1,30.8,-18.7,12.1,-31.1,-7.9,-9.9,-10,14.8,6.3,12.5,-6.9
S01_selected_tokens_0078,456.2,1951.4,2765.7,-2.4,114.1,-22.2,-1.4,-8,-9.6,2.2,16.7,7.2,-3.9,-25.9,9.6,0.8,4,-20.8
S01_selected_tokens_0079,457.3,1752.7,2719.5,0.8,105.1,-23.6,-2.2,149.5,11.2,0.8,-72.2,18.6,-3.2,22.7,-0.5,6.2,-47.8,3
S01_selected_tokens_0080,427.2,2030.2,2781.5,-27.5,389.8,146.8,-4.6,-10.6,152.8,3.7,-118.1,96.7,-12.9,1.1,34,-2.9,-64.5,-4.2
S01_selected_tokens_0081,682.5,1731.5,2319.2,26.3,-74.1,42.1,-17.8,23.7,-1.9,5,3.2,20.6,-2.5,25,3.1,4.6,20.5,14.3
S01_selected_tokens_0082,550.8,2197.2,2994.1,-31.8,253.3,-95.7,-95.1,35.7,-60.1,-10.7,17.1,11.2,-30,-8,-9.7,1.8,14.4,13.3
S01_selected_tokens_0083,779.2,1848.8,3096.8,22.6,53.8,-110.7,-12.3,37.8,24.1,15.2,3,4.1,-7,5.6,6,10.4,27,27.4
S01_selected_tokens_0084,771.1,1888,3058.7,-11.1,194.6,-66.8,-46.1,82.2,29.9,0.6,67.6,14.4,-6.2,57.3,0,-4.3,18.1,-5
S01_selected_tokens_0085,737.8,2029.8,2941.6,-53.8,111.9,-63.5,-6,56.7,51.4,-14.7,5.7,-1.5,-21.3,-23.3,27.2,-1.3,26.7,2.6
S01_selected_tokens_0086,600.7,1667.6,2294.7,-163.5,111.8,364.9,-61.2,-10.4,-0.7,7.4,85.9,-23,14,-36.2,-8.3,6.3,-116.5,-49.2
S01_selected_tokens_0087,692.8,2049.5,2998.7,-36.5,77.4,-151.2,-11.9,-23.5,-26.5,-0.4,29.9,-54.1,-4.7,37.1,-1.1,0.5,10.7,-2.9
S01_selected_tokens_0088,608.8,2245.8,3111.5,-174.3,449.6,68.7,-64.3,41.8,2.9,16.9,-85.2,-76.2,7.7,-3.2,-29.6,16.9,12.2,-46.4
S01_selected_tokens_0089,706.1,1758.3,2219.9,55.5,-17.2,-38.9,-3.3,-29.1,53.7,-18.3,-48.2,-58.7,-46.6,-12.2,-49.1,-7.7,-18.9,0.1
S01_selected_tokens_0090,581.1,2299.5,3072.5,-107.2,308.9,159.5,-83.5,105.9,135.4,-2.1,8.4,31.3,1.8,-19.8,39.5,14,15.5,-2.5
S01_selected_tokens_0091,718.6,2018.4,2959.3,10.2,45.9,-52,-48.8,8.2,-59.2,0.2,37.9,3.2,-24.4,7.6,32.7,-7.1,-34,-3.4
S01_selected_tokens_0092,639.8,2137.7,3009.9,-153.3,366.7,-117.6,-117.1,134.1,7.9,6.1,-45.8,-36.6,-6.7,5.6,-2.7,23.1,-28.4,-8
S01_selected_tokens_0093,693.8,1605.1,2011.1,-21.5,45.3,7.8,11,-27.2,-50.3,-11.3,79.3,-12.3,0,12.5,30,-4.7,2.3,-25.6
S01_selected_tokens_0094,632.5,2186.9,3136.2,-210,410.7,100.2,-59.7,145.5,159.2,-27.2,-44.9,76,6.2,-12.5,7,14.8,13.2,-2
S01_selected_tokens_0095,862.2,2143.4,2989.1,-2.5,50.4,-228.8,-155.2,-152.1,-126.3,-16.2,-44,-128.8,-47.4,-60.2,-58.8,47.2,-4.1,-16.3
S01_selected_tokens_0096,572.1,2201.5,2819.9,-137.2,229.4,-296.4,-44.7,-116.5,-114.4,74.8,-71.2,-21.1,-0.9,-22.6,8.1,11.1,-10.5,-11
S01_selected_tokens_0097,808.5,1987.6,2797.8,51.5,2,-142.9,-160.4,-9.3,6.7,-15.4,-33.3,-45.7,34.2,34.1,29.6,-3,3.9,-14.4
S01_selected_tokens_0098,613.7,2192.9,3021.2,-113.2,260.2,-42.1,-108.2,53.2,21.1,4,-26.2,-4.1,-15.9,11.3,-1.6,16.8,-14.8,15.8
S01_selected_tokens_0099,642.1,1907.4,2926.3,-44.7,-2.5,-99.7,-48.6,31.2,18.3,19.1,26,13.4,-25.8,-5.3,11,8.8,21.5,37
S01_selected_tokens_0100,636.7,2024.9,2761.8,-87.2,257.1,34.1,-101.3,166.7,68.2,-33,80.6,74.2,-25.5,6.7,54.2,7.4,-24.9,34.9
S01_selected_tokens_0101,864.2,1928,3084.2,32.4,102.4,-38.7,-96.9,-47,-45.7,11.2,56.6,-45.9,-70.7,-13.1,5.8,19.2,-5.2,5.4
S01_selected_tokens_0102,1050.7,1732.3,2922.4,21.5,-22.7,-33.1,-132.3,-45.2,-1.1,4.7,-17.5,-24.2,-72.7,-4.4,-32.6,-18.3,-3,-16.5
S01_selected_tokens_0103,846.4,1931.1,2827.9,7.1,43.4,-105.4,-88.3,29.1,93.4,55.3,-41.1,24.9,-20.5,25.5,-5.4,-12.4,6.3,6.7
S01_selected_tokens_0104,887.6,1603.2,2948.4,124.5,-133.4,112.5,-120.8,27,15.7,-8.5,-44.2,118.7,21.2,42,6.5,0.9,-7.8,-18.4
S01_selected_tokens_0105,814.2,1967.2,2817.7,113.6,-32,-107,-7.3,25.5,95.3,9.7,-14.1,-38.2,-16.4,8.1,29.8,2.5,-1.2,-39.3
S01_selected_tokens_0106,803.9,1791.4,2772,83.6,-36.4,-93.7,-76,12.3,29.7,-31.6,-5.4,-32.6,-22.6,2.6,-0.5,-15.8,5.8,-9.5
S01_selected_tokens_0107,812.9,1875.1,2577.3,12.2,-3,-54.4,-74.9,69,135.2,-24.7,14.3,-3.4,-27.5,25.3,102.4,-2.6,7,17.1
S01_selected_tokens_0108,728.3,1479.1,1787.8,-19.2,-68.3,-53.9,-12.6,95.9,35.9,7.5,-14.5,-27.8,-12.5,57.7,34.2,14.3,0.4,-2.6
S01_selected_tokens_0109,848.5,1816.5,2803,-8.1,20.2,21.9,-122.6,27.3,187.3,14.9,0.4,-23.7,-15.9,8.7,68.8,5.3,5.3,-36.1
S01_selected_tokens_0110,797.9,1605.5,2975.1,12.7,-71,-84,-40.3,158.6,-7.3,8.4,-9.8,-82.8,-37.8,40.4,-106.5,-10.9,-1.8,-14.1
S01_selected_tokens_0111,856.5,1840,2912.2,65.2,37.1,-149.5,-67.9,22,0,12.1,5,-22,-43.1,-24,-28,-13.7,-15.3,-3.5
S01_selected_tokens_0112,836.6,1524.8,2969.3,29.3,-99.8,-196.5,-13.6,70.8,67.9,6.3,-34.6,-54.4,-35.9,17.2,13.2,1.2,-8.2,29.7
S01_selected_tokens_0113,734.8,1890.3,2984.2,-27.5,52.1,-48.9,-49.1,-31.7,51.4,9.6,-22,-11.2,-28.5,16.7,10.6,-4.2,15.3,9.9
S01_selected_tokens_0114,690.9,1326,1661,21.5,-61.5,-89.1,33.9,92,34,15.1,-67.1,-33.2,10.4,103.2,35.7,-10.3,-35.6,-10.5
S01_selected_tokens_0115,720.2,1517.1,2000.9,-37.5,207.5,308.3,-24.3,96.7,37.4,0.4,46.5,103.5,-24.8,-36.3,3.6,2.4,-4.6,23.8
S01_selected_tokens_0116,788.2,1660,2728.1,32.6,100.8,-132.8,-19.5,85.9,161,-26,29.9,-57.4,-65.5,-17.1,31.4,-26.1,0.6,-45.2
S01_selected_tokens_0117,800.2,1848.6,2830.7,31,60.1,-119.9,-43.3,43.3,49.9,-15.1,17.4,-5.3,-30,-7.9,-2,-11.8,10.4,1.9
S01_selected_tokens_0118,814,1655.4,3034.4,25.9,-49.7,-103.1,-46.4,29.4,-52.2,-17.8,-6,66.3,-27.4,-12.5,-41.1,-7,-3.5,25.3
S01_selected_tokens_0119,883.4,1896.3,2888.9,72.4,54.3,-102.8,-112.8,-16.9,43,-63.3,-2.4,-73.3,-66.7,9.5,-51.9,-17.5,5.2,-21.1
S01_selected_tokens_0120,902.7,1692.4,2969.1,82.5,-48.4,-88.3,-109.2,77.6,-63.2,-12.5,-31.1,-15.5,-55.5,7.5,-2.8,-19.5,-13.8,3.1
