file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
S06_selected_tokens_0041,378.3,1464.4,2544.9,19.5,25.8,-18.2,-70.7,139.8,-44.9,-29.1,-63.6,15.2,-15.5,43.2,-4.4,-11.1,-28.7,-7.9
S06_selected_tokens_0042,403.6,1207.5,2836.7,93.7,-77.1,165.5,19.8,126.2,-165.3,-5.9,-79.7,30.8,-15,67.7,-33.2,-14.1,-27.9,15.1
S06_selected_tokens_0043,398.2,1502.7,2558.8,60.5,95.8,-10.8,-26.7,197.7,-36.6,-20.1,-73.9,6.2,-7.4,58.3,-6.4,-5.4,-29.3,-7.4
S06_selected_tokens_0044,345.6,1225.5,2700.4,43.2,-20.2,30.4,14.5,211,-111.6,3.6,-98,36.1,-4.6,75.6,-30.3,-4.4,-37.2,7.7
S06_selected_tokens_0045,361.1,1577,2602,66.7,63.3,-7,-1.6,91.8,2,-29.2,-48.6,-3.3,-29,28.9,2,-16.4,7,2.4
S06_selected_tokens_0046,322.6,1214.5,2899,22.6,-104.1,126,-17.8,105.8,-69.9,-7,-49.5,-22.9,-3.3,51.4,23,-5.4,-11.1,-29.9
S06_selected_tokens_0047,393,1424.2,2614,42.5,214.5,129.1,-42.2,120.9,-61.9,-1.2,-104.2,-11.9,-4.8,62.8,-11.6,-2.5,-38.5,-6
S06_selected_tokens_0048,371.2,1160.3,2705.7,56.4,28.4,110.2,-17.8,152,-183.8,-14.6,-77.9,65.9,1.3,41.6,-5.5,7.3,-43,-11.5
S06_selected_tokens_0049,375.9,1423.7,2597,60.5,-42.7,11.1,14.1,137.3,-18.5,-7.3,-7.7,-12.7,-17.5,14.7,5.4,-8.4,-13.4,14.2
S06_selected_tokens_0050,362.8,1173.5,2831,60.4,-130.3,146.3,25.4,144.8,-13.9,7.6,-26,-36.3,-6.4,33.7,22.7,-5.3,20,-15.5
S06_selected_tokens_0051,414.2,1239.3,2558.9,72.6,199.9,-143.8,-26.2,15.2,-54.4,6.3,6.3,-12.4,0.2,-2.6,-27.5,2.2,-1.9,5.5
S06_selected_tokens_0052,392.1,913.3,2744.6,91.2,161.7,-67.5,-41.1,43.1,-176.2,19.9,13.9,16.2,-16.7,6.4,-67.8,16.7,13.1,36.5
S06_selected_tokens_0053,458.4,1517.6,2602.2,54.9,161.5,61.9,-12.5,102.2,-11.7,-12.4,-67.1,20.4,-9.8,36.8,0.8,-12.5,-24.3,-2.6
S06_selected_tokens_0054,389.9,1308.4,2619.7,78.6,14.2,65.5,26.6,231.6,-110.5,9.3,-15.4,44.1,-7.7,70,-7.5,-6.7,-33,18.1
S06_selected_tokens_0055,409.7,1617.9,2636.4,47,92,57.9,-5.6,89.3,0.2,-24.5,-31.2,-2.6,-27.3,6.2,-6.2,-18,-29,-5.2
S06_selected_tokens_0056,385.1,1182.1,2818.8,38.5,-95.3,136,-9.4,104.9,-128.8,-15.9,-54.5,23.7,-17.9,59.7,15,-13.4,-20.3,8.5
S06_selected_tokens_0057,424.1,1412.1,2568.5,72.3,358.4,45.7,-22.7,56.5,-16.4,0.2,10,27.6,-14.4,-21.9,-11.5,-3.8,3.1,23.3
S06_selected_tokens_0058,362.1,1118.8,2722.4,70.4,192.8,-56.2,-13.8,111.7,-111.3,10.2,-23.8,60,-30.6,40.5,-13.1,11.2,8.6,-12.2
S06_selected_tokens_0059,323.3,1390.2,2568.6,13.1,-38.6,-39.2,23.5,104,-29.4,-0.3,-60.6,17.4,-4.1,35.8,-17.5,-6,-21.1,3.1
S06_selected_tokens_0060,343.8,1777.8,2497.3,-10.5,111.9,-37.8,-5.2,47.1,6.8,-6.9,9.3,-9.1,-10.8,0.9,-1.5,-9.4,-14.8,-19.6
S06_selected_tokens_0061,357.5,1328.2,2407.6,-3.9,-199.5,-42.6,-17.5,179.6,-32.7,11.3,-60.7,0.6,-7,97.6,-27.1,8.8,-26.2,-19
S06_selected_tokens_0062,310,2041.6,2535.8,10.5,159.6,80.1,-20.8,23.3,40.5,12.9,-46.1,-36.2,-15.1,21.7,36.1,9.8,-17.6,-7.7
S06_selected_tokens_0063,331.4,1401,2385.1,-11.6,180.9,-10.9,-21.9,154.3,65,-14.3,-17.7,28.3,-8.6,55.7,20.7,-8.1,1.4,18.1
S06_selected_tokens_0064,318.9,1889.5,2484.7,1,215.9,30.6,-7.3,35.9,84.3,5.9,7,19.6,-7.2,11.9,19.4,4.7,25.7,5.1
S06_selected_tokens_0065,344.6,1484.7,2310.6,24.5,-101.8,-97,-23.8,87.2,-54.5,19.8,-38.5,-21.5,-17.8,12.5,-9.3,13.6,-20.9,-9
S06_selected_tokens_0066,314.3,1630.8,2229.6,-22.1,-118.9,-101.5,-29.5,-64.9,-34.8,10.6,-71.1,23.7,-8.7,32.8,-6.1,12.9,-30,3.2
S06_selected_tokens_0067,332.5,1365.4,2234.7,16.7,-245.6,-121.1,10.4,101.9,18,0.1,-118.9,-16.2,-3.3,20.2,40.8,1.2,-25,-16.2
S06_selected_tokens_0068,338.1,1704.9,2271.7,2.8,48.9,-125.9,-9.9,-38.1,-13.6,8.2,-65.1,35.5,-3.1,28.1,-0.5,1.5,-2.1,-4.8
S06_selected_tokens_0069,341.7,1402.8,2304.5,1.9,-100.4,-119.4,7,37.3,-39.9,0.7,-93.2,-27.1,1,-3.1,-9.4,0.3,-34.8,-34
S06_selected_tokens_0070,318.7,1727.1,2380.8,8,100.9,-103.8,-3.8,89.6,-42.1,-2.2,-85.3,-33.5,-3.3,1.3,-17.4,3.4,-29.9,-12.3
S06_selected_tokens_0071,311.4,1634.8,2474.3,-29,102.2,-55.4,-7.2,122.1,21.5,-2.9,-11.2,-13.2,-5.9,26.3,24.1,-9.7,-14.1,4.1
S06_selected_tokens_0072,293.5,2061.7,2583.4,-15.7,316.6,140.8,-6.4,-94.8,63.2,2.6,-37.3,22.3,-10.1,40.9,32.3,-5.5,-44.9,24
S06_selected_tokens_0073,321.3,1345.9,2670.9,-14.5,22.5,-44.2,3.3,162,-48.5,-1.2,-25.4,3.3,-2.3,70.4,-36.8,-10.9,-55.8,-19.5
S06_selected_tokens_0074,316.4,1930.7,2574.8,-12.2,231.5,2.4,-5.3,58.1,19.3,-8,-7.7,-6.7,-10.6,27.9,13.1,-1,-8.1,-3.8
S06_selected_tokens_0075,308.7,1590.4,2454.8,-13.8,-21.5,-41.6,13.8,109,19.2,16,39.4,-10.2,-2.5,-7.9,6.5,6.4,23.9,-1.2
S06_selected_tokens_0076,344.9,1948.2,2545.3,-2.6,247.1,-13.4,-6.2,57.2,39.5,1.4,0.4,18.7,-2.2,-14.7,18,1.9,-9.5,5.1
S06_selected_tokens_0077,283.2,1680.1,2528.8,-9.5,59.9,-56.5,5.7,127.1,-28.6,-7.3,-13,6.7,-9.2,29.9,13.4,-3.6,-11,1.7
S06_selected_tokens_0078,419.9,2117.7,2774.1,167.6,398.5,283,188.1,-55.8,80.4,196.3,-93.2,-32.1,184.7,68,-61.1,176.7,10,-3.6
S06_selected_tokens_0079,382.1,2192.4,2779.1,-22.1,173.9,-35.9,-33.5,-28.6,28.2,-15.2,21.4,40,-21.9,1.7,9.8,-5,16.8,6.8
S06_selected_tokens_0080,346.4,2417.1,3086.9,-3.4,428.6,183.2,8.2,-134.8,89,-3.7,-23.7,22.1,0.6,-13.6,18.3,-1.6,-3.1,-2
S06_selected_tokens_0081,469.8,1904.1,2778.4,11.4,150.3,-86.7,-41.5,8.2,-17.6,5,18.7,10.7,-18.6,-16.7,-20.4,-1.1,17.8,11.1
S06_selected_tokens_0082,376.3,2148.4,2462.3,-39.8,398,335,-2.2,-22.7,-82.8,9.2,-4.5,-34,-1.4,-29.9,-13.9,1.8,-1,-6.6
S06_selected_tokens_0083,396.1,2090,2517.4,28.8,130.7,101.3,24.7,-99.4,-112.4,10.6,9.3,77.4,-1.4,-18.1,-17.5,6.3,12.8,14.5
S06_selected_tokens_0084,358.7,2257.7,2894.3,-8.5,385,-1,-11.6,-90.9,34.1,-0.6,5.1,12.7,-7.7,-38.3,-20.6,-1.3,-2.4,1
S06_selected_tokens_0085,432,1971,2228.6,77.5,104,89.2,20.7,-86.7,-64.5,17.5,4.4,15.1,-4.1,-33,-35.3,3.8,-12.5,-27.6
S06_selected_tokens_0086,347.1,2309,2910.9,10.7,321.8,108.7,-3.9,-230.4,-74.4,5.5,-22.5,-51.1,-5.5,-46,-54.5,5.2,-11,-39.8
S06_selected_tokens_0087,369.2,2051.3,2574.6,25.8,188.1,138.5,-5.1,-42.4,-28.1,-7.5,23.8,27.8,-1.4,-3.3,12.5,0.2,12.1,46.3
S06_selected_tokens_0088,340.3,2131.8,2507,17.9,399.4,265.9,2.6,-54.1,-64.7,-0.1,-15.1,-57.2,-1.9,-16.6,11.2,1.1,-7.5,17.6
S06_selected_tokens_0089,390.7,1975.1,2734.9,6.6,67.1,-0.9,30.6,-15.5,-71.5,27.7,-15.3,24.2,-25.7,-36.2,-29.5,-10.5,-8.2,-3.1
S06_selected_tokens_0090,384.1,2184.3,2677,-25.3,376.2,418,-45,21.5,47.7,14.2,-0.6,65.9,-0.5,-21.2,70.5,-8.1,-10.7,5.5
S06_selected_tokens_0091,445.7,2004.4,2712.6,-51.2,91.1,-26.1,-59.2,-18.6,2.4,6.3,8.2,-46.8,7.2,-3.4,18.5,7,6.2,-2.5
S06_selected_tokens_0092,375.9,2199.8,2875.2,-43.1,411.1,288.8,-28.9,19.5,80.4,12.2,-10.3,40.5,10.6,-29.6,-1.9,-12.3,-5.9,-31.6
S06_selected_tokens_0093,422.7,2034.5,2653,15.3,-6.6,-89.8,-11.1,-91.9,-53.6,-13.9,1.2,-53.8,-20.1,-27.4,-32.7,-2.3,-9,-16
S06_selected_tokens_0094,364.4,2147.4,2687.1,-25.1,277.4,-10.2,3.7,-91.4,-25.4,-0.3,-27.8,-6.8,-5.1,-34.8,-8.6,-1.3,-14.3,-1.9
S06_selected_tokens_0095,484.7,2083.5,2647.8,44.7,70.2,39.3,-80,-61.1,-96.8,5.7,-3,13.9,-0.7,-15.7,-3.8,4.1,-5.2,-25.8
S06_selected_tokens_0096,351.3,2196.9,2764.1,2.1,336.7,125,-27.1,-13.5,126.6,-3.8,0.2,36.2,-2.9,-1.1,147.8,-2.9,-6,-37.2
S06_selected_tokens_0097,426.9,2103,2788.9,29.9,111.8,-45,-13.7,-68.4,-34.1,-3,-1.4,-5.2,16.7,-26.9,-28.4,-26.1,-5.8,18.8
S06_selected_tokens_0098,382.1,2302,2944.1,-41.4,425.8,259.6,-18.7,-13.3,186,14.1,-3.4,107.4,-16.3,-33.7,57.1,2.8,-10.3,-2.8
S06_selected_tokens_0099,822.1,1732.2,2831.4,-50.2,102.8,-72.6,-107.4,0.4,-1.3,8.8,18.8,-10.1,-41.9,-6.9,-9.7,18.4,12.7,6.2
S06_selected_tokens_0100,732.9,1231.5,3141.9,7.1,-56.2,-7.2,-37.1,39.4,-65.7,3.5,-21.4,-19.7,-29.8,17,-30,0.3,1.5,-22.1
S06_selected_tokens_0101,658.7,1825.2,3003.8,-2.8,100.4,-46,-109.7,39.9,-46.7,12.4,12,6.2,-28.7,-5.8,-0.2,6.9,1,6.5
S06_selected_tokens_0102,717.3,1429.8,3098.1,40.3,-100.4,-43.5,-106.8,77.9,-73.6,27.5,-50.2,-18.9,-52.1,26.8,-42.1,-1.9,-26.5,-8.4
S06_selected_tokens_0103,856.2,1857.1,2815,25,38.3,-108,-84.1,27.3,19.5,23.4,23.6,15.1,-32.1,-10,-13.8,-14.1,0.7,10.2
S06_selected_tokens_0104,721,1413.9,3136.6,204.1,-126.3,-43.7,-16.6,91.4,-2.7,29.4,-31.8,-16.2,-22.5,37.2,26.6,-3.4,-9.1,-19.5
S06_selected_tokens_0105,749.6,1731.9,3021.6,-40.9,70.1,41.9,-126.2,39.1,-4.4,-15.1,18.5,-23.2,-30.7,20,26.2,9.6,6.5,2.5
S06_selected_tokens_0106,642.8,1394.5,3006.6,-15.9,-6,-200.8,-23.8,89.3,-78.9,-20,7.6,-8.9,-19.7,53.6,-12.1,-6.8,11,23.2
S06_selected_tokens_0107,853.4,1774.7,2989.6,61.6,56.1,124.8,-81.6,25.9,59.7,41.6,17.1,25.3,-4.3,0.2,-2.1,14.6,5.3,-29.3
S06_selected_tokens_0108,880.5,1447.6,3147.9,94.5,-25.2,-55.4,-70,87.3,-5.7,12.3,-5.9,3.9,-55.9,23.3,-4.3,11.7,14.9,-4.6
S06_selected_tokens_0109,816.3,1767.2,2968.7,-22.6,104.1,-73.3,-131.9,28.8,-42.5,-2.1,-9.8,6.1,-34.2,-1.3,-14.6,-9.2,-6.6,-21.4
S06_selected_tokens_0110,819,1399.3,3101,-4.2,-100.1,-12.8,-70.3,41.3,-49.2,8.3,-36.1,5.5,-21.5,1,-16.9,9.5,-18.6,-5.9
S06_selected_tokens_0111,737,1833.7,2817.8,-58.6,279.9,-44.6,-223.9,40.1,-19.5,67.6,52.5,43.3,-70.3,6.5,-20.4,30.2,21,17.8
S06_selected_tokens_0112,769.3,1565.3,2934.4,-34.6,66.4,-93.5,-161.3,63.7,0,3,31.9,-19.7,-71.6,15.2,-2.6,3.3,24.8,-7.7
S06_selected_tokens_0113,977.9,1749.3,3003.6,72.3,52.4,-47.6,-62.3,2.3,52.5,-28.2,-9,2.9,-72.3,-22.3,22.5,-10.2,5.2,9.6
S06_selected_tokens_0114,966.4,1547.9,3151,93.3,-1.2,-63.1,-53.8,20.2,-4.9,-13.8,6.8,-0.4,-76.9,10,7.8,10.5,19.2,3.7
S06_selected_tokens_0115,791.1,1771.8,2899,-40,51.4,-70.1,-100.3,30.4,38.9,-20,14.2,12.7,-39.1,-0.9,14.2,-7.5,-0.2,-0.9
S06_selected_tokens_0116,855,1428.7,3022.9,115.9,-54,12.1,-93.9,41.8,-4.7,-46.9,-1.6,-25.4,-41.1,28.4,-10.8,-4,6.3,5.5
