e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20
103.8,134.7,215.4,73,53.3,47.2,52.5,67.6,52.5,49.6,47.2,51.7,53.7,52.4,53.6,51.4,35.2,40.5,80.7,159.8
45.5,67.4,237,193.7,23.2,18.6,16.5,16.6,17.5,19.6,22.8,22.5,19.7,21.6,16.7,10.2,16.7,45,236.5,95.7
471.5,292.9,196.1,124.9,49.8,49.3,53.4,57.4,58.4,55.8,48.8,41.1,45.2,55.7,74.3,107.1,350.5,278,251,394
89.8,76.3,25.4,22.8,22.8,24.6,22.7,22.3,23.1,20.6,19.9,20.2,24,26.8,30.1,45.2,77.9,280.1,165.3,155.4
361.4,304.7,129.4,95.8,77.2,65,62.3,61.6,64.6,65.9,54.9,47.2,52.9,48.6,50.9,52.9,78.7,83.2,303.8,261.2
81.9,88.9,87.9,82.2,53.6,47.6,46.8,37.3,36.4,40.3,38.5,38.4,38.9,46.9,51.9,47.4,41.8,51.5,114.7,178.1
467.2,304.1,319.9,183.9,153.9,141.9,146.9,139.6,122.2,119.7,117.3,121.6,120.5,108.1,113.9,168.8,390.1,556.4,516.8,534.3
288.4,204.3,116.7,105.2,105,225.5,80.2,80,89.6,101.8,259.7,350.1,383.2,423.8,424.4,431.7,505.4,314,228.3,226.5
57.6,532,231.1,165.8,112.1,97.8,95.2,112.6,101.2,161.9,157.6,144.8,121.4,176.6,137.9,117.8,112.5,108,109.7,109.9
82.2,282.2,157.8,35.7,32.2,30.5,29.6,28.3,31.7,29.5,28.9,30.2,36.4,37.4,36.2,37.7,53.8,71.3,86.2,103.6
393.2,577.6,457.6,293.5,394.6,197.7,175.7,104.9,112.9,234.2,115.4,299.4,291,204.1,298.9,302.8,315,324.2,369,353.1
330.7,345.7,303.6,158,152.5,210,220.4,226,333.8,333.2,391.6,406.6,524.5,505.4,606,641.5,533.3,516.8,398,358.8
304.2,248.5,59.1,53.5,49.2,47.5,47.7,51.9,57.9,58.4,51.5,49.7,52.2,58,79.2,136.8,390,459.9,412.5,379
223.7,18.4,13.5,11.2,10.9,10.4,11.3,12.8,13.2,11.7,11.3,10.3,12.1,16.5,29.6,274.3,176.7,126.8,133.9,175.3
220.9,193.7,138.2,65.7,58.9,59.1,60.1,70.1,71.6,57.2,53.4,73.3,86.9,95.4,110.6,116.7,457.3,227.7,210.1,219.7
54.1,72.3,13.6,13.4,13.2,12.2,12.5,13,15.3,14.8,14.2,14.1,15.9,15.9,19.1,41.1,1149.9,423.3,337.9,339.9
93.8,88.9,91.8,51.7,38.2,35,29.8,25.6,27.7,35.8,41.2,40.5,27.9,31.3,32.9,55.9,289.2,373.4,339.5,192.8
97.7,38.4,26.2,23.5,21.7,20,16.8,16.9,15.8,16.4,23.6,29.4,29.9,21.8,25.1,36.2,247,293.9,325.1,132.6
289.9,203.5,117.6,69.9,65.4,66.6,74.8,75.1,77.7,70.7,69.6,83.3,114.4,123.8,132.4,375.7,334.4,571,847.7,960.5
86.2,81.9,26.1,21.9,21.5,21.3,21.9,23.1,22.3,28.3,35.6,40.5,35.9,36.6,40.1,47.4,56.3,96.3,812.1,657.8
253.6,148.3,72.6,66.3,62.8,62.7,62.7,63.3,63.6,56.9,54.9,58.7,71.4,106.1,176.3,609.4,354.9,333,368.9,418.6
12.6,10.8,9.2,9.9,8,9,8.1,10,10.9,11,13.4,10.6,11,20.3,205,380.8,288.2,298,262.9,980
99.4,40.3,41.1,44.7,46.4,47.4,48.6,50.8,52.3,57.3,68.6,60,42.3,35.8,516.8,656.6,243.9,73.2,67.2,67.7
54.6,52.2,51.9,53.5,52.9,52.9,54.4,55.9,54.1,58.5,60.1,60,58.9,67.7,114.4,1025.7,335,318.2,129.1,145.2
54.5,52.2,45.4,47.9,50.1,52.4,54,55.1,56.3,54.4,49,51.1,53.6,54.8,57.7,77.9,525.7,729.8,181.9,180
40.1,40.5,38.9,39.4,38,38,39.7,39.2,42.3,44.3,48.6,51.1,48.7,48.2,93.4,326.1,341.8,536.4,772.5,299.7
105.3,73.2,49.8,49.5,51.7,54.2,53.7,53.4,43.3,41.8,46.8,55.9,87.5,506.5,582.4,365.3,358.1,294.4,156.7,158.8
58.8,39,39.9,44.1,47.5,48.3,51.9,54.7,57.9,65.3,58.7,54.3,60.2,104.3,359.9,462.6,256.3,309.7,311.9,527
323.8,28.9,26.4,25.6,23.8,22,21.3,20.9,18.7,18.9,21.3,21.9,20.7,18.2,18.7,51.6,129,82.1,70.5,80.8
61.8,61.2,62.1,53.4,50.1,47.6,45.6,46.4,48.2,44.3,55,60.1,416.6,466.8,581.4,219.5,401.3,332,353.9,388
224.6,192.2,26.8,24.4,25.4,32.7,36.1,39,37.1,33.7,36.1,33.3,31.5,140.6,721.8,822.5,336.3,276.8,270.2,285.8
37.1,33.7,31.6,31.2,29,28.6,29.2,27.2,30.7,25.4,28.2,30.1,112.7,246.7,260.9,942.5,529.3,297.9,362.6,435.1
77.3,16.5,16.9,17.1,16.9,16,17.8,21,28,40.6,31.8,31.2,429.5,425.3,636.1,346.9,72.3,63.3,63.4,128.9
118.9,82.2,63.7,63.6,58.6,58.1,57.2,55.6,60.2,61,63.5,62.5,65.4,91.7,894,311.8,307.2,364.5,404.2,367
101.6,44.3,29.4,29.6,29.5,29.5,31.5,35.9,39.9,44.1,45.5,45.5,42.8,41.2,46.4,606.5,585.3,322.1,179.7,175.6
118,43.3,41.3,41,41.3,40,38.5,37,35.9,32.1,32.5,31.9,30.9,33.8,41.7,51.1,953.9,807.9,296.9,262.9
83.9,31.6,30.4,30.3,29.1,28.5,28.5,27.9,28.9,28.7,30.3,32.2,35.6,38.4,44.8,47.2,60.2,301,292.2,293.8
129,45.6,42,41.2,42.8,43.3,45,44.6,46.3,48,51.8,47.3,47,44.6,152.9,640.2,196.4,330.6,106.4,111
134.1,39.2,40.4,44.3,45.7,53.2,58.1,81.8,68,43.7,52,88.2,213.8,729.8,522,205.1,162.2,176.3,228.6,264.1
39.4,39.3,39.4,40,40.1,45.1,48,46,44.6,44.8,43.5,46.4,53.7,1022.2,560.8,112.7,145.1,435.5,612.3,607.9
29.6,28.3,26.5,25.8,25.1,25.9,27.6,28.6,28.6,30.7,35.7,45.2,270.9,492.6,737.5,404.2,360.3,334,173.1,144.4
33.3,31.9,28.3,28.3,28.9,29.9,30.3,30.4,31.6,35.7,40.8,330.2,393.5,368.9,641.9,513.8,147.7,151.6,125.5,107.1
64.6,65.2,58.9,136.4,58.8,58.7,135.1,139.3,246.4,259.1,339.9,335.3,304.3,301.2,326.2,337.4,347.2,319,351.1,346.7
72.6,49.7,49.2,53.9,56.4,60.7,67.5,78.1,76.4,186.5,272.8,266.8,242.8,253.1,354.5,359.9,377.9,412,442.2,434.3
95,41.4,23.9,25.1,25.1,23.9,24.7,26.7,25.2,25.4,28.3,33.5,39.2,44.7,52.9,59.1,93.1,101.7,110.6,111.2
20.7,24.2,25.8,24.9,24.7,24.3,25.7,25.9,26.7,28.6,26.4,25,25.1,26.4,34.1,59.6,117.6,80.7,108.7,75.6
159.9,60.3,50.9,49,45.4,43.8,47,88.7,68.3,62.2,74.9,138.5,141.7,135.5,151.1,130.2,130.1,135.1,138.1,122.8
43.9,34.6,31.9,33.6,35.2,36,37.4,45.1,46.8,35.4,73,56.4,57,59.5,63.3,137.8,120.5,199,162.9,146.7
68.3,62.4,62,64.2,78.9,82.8,78.4,76.8,68.9,65.2,63.6,69.9,221.1,165.9,144.3,136.6,140.8,149,153.7,167.3
34.5,32.8,33,29.8,33.6,46.2,52.9,63.2,69.5,75.2,82.1,84.9,88.7,98.8,112.3,165.1,321.7,201.3,140.1,137.8
22,20.9,22.1,23.5,24.6,23.2,23.7,21.3,21.4,22.5,27.4,41.9,77.6,102.2,135.2,432.5,123.5,118.5,116.9,117.7
32.9,28.8,28.4,27.5,27.6,28.4,29.9,28.5,28.9,31.3,30.9,32.6,30.5,33.8,37.9,40.8,47.3,98,422.3,234.2
19.4,19.2,21.3,20.8,22.6,22.6,21.5,23,23.6,22.9,25.9,26,29.4,34.3,49.5,70.8,259.9,186.3,64.7,70.3
38.3,33.8,32.2,31.5,31.9,31.3,32.4,32.5,32.8,33.3,34.2,33.9,34.5,34.5,36.1,38.5,54.3,81.1,103.4,250.6
28.3,25.8,25.9,30,35.5,33.6,27.8,29.8,32.1,33.7,36.3,39.7,49.1,73.1,114.3,279.4,300,407.9,474,535.9
33.8,32.7,31.4,30.3,29.7,30,31.6,31.6,31.7,36.1,42.5,51.7,54.7,59,71.6,82.8,111.2,113.8,108.4,172.2
48.5,61,50.4,52.8,47.6,55.2,192.7,120.1,151.7,230.8,232.7,287.8,172.9,283.5,352.6,670.9,563.3,416,407,421
29.9,27.4,28.8,27.2,27.4,29.2,31.6,30.9,33.6,41.4,49.2,66.7,78.1,80.5,91.4,89.4,76.9,130.6,722.2,213.1
189.7,31.5,30.3,29.6,29.9,29.4,32.4,32.8,31.5,36.3,28,25.1,84.3,68.4,75.8,56.7,54.4,315.1,313.9,317.2
87.8,86.8,23.5,23.4,25.4,25.7,26.8,27,27.6,26.9,24.3,28.6,29.2,34.9,51.1,70.7,110.2,85.6,92.4,440.7
29,28.3,28,27.1,26.9,29.3,28.6,32.2,36.5,170,184.4,292.5,431.1,452.8,546.9,356.9,425.2,323.3,262.1,587.8
23.8,23.1,21.5,21.4,23.3,21.2,23.8,27.3,25.8,24.6,26.6,32.5,52.6,115.9,174.2,180.4,164.4,147.2,632.4,463.4
80.3,82.3,71.4,68.4,64.5,67.5,114.6,242.9,256.8,277.2,129.2,118.4,116.2,130.7,179.3,194.1,117.6,84.5,199,152.9
113.1,92,79.2,81,266.2,285.5,139.1,98.5,126,94.4,86.8,80.7,76.8,73.8,71.9,72,109.7,102.1,83.1,85.2
284.4,171.6,249.7,57.3,24.7,23.1,24.1,29.2,36.2,46.8,38.6,36,38.7,36.2,40.6,48.5,65,138.8,170.5,199.1
114.2,117.6,116.4,30.3,29.7,30.1,29.9,35.2,41.9,48.4,49.7,50.7,46.9,43.6,42,45.7,51.5,40.8,43.8,161.6
192.5,258.2,42,41.1,40.1,39.5,36.9,35.7,37.5,40.4,42,43.9,46.4,47.7,50,52.8,42.9,43.7,58,57.7
183.2,125.2,70.7,40.7,31.4,27.6,27.5,29.2,31.9,31,29.3,26.6,25.3,25.6,25,28,33.3,41.5,25.4,23.5
118.6,162.8,273.2,340.5,223.7,112.2,34,29.9,46.9,32.5,31.3,32.8,36.1,39.5,39.6,45.1,37.4,34.4,36.3,42.5
92.9,134.1,128.2,104.3,31.3,23.4,22.8,23.6,24.9,24.5,26.2,26.9,27.7,27.6,28,28.5,26.9,37.5,51.5,72
406.8,409.5,63.3,85.4,94.4,88.9,57.2,142.6,89.1,59.8,56.3,62.7,66.9,125.8,125.6,106.6,68,98.5,95.4,98.3
278.5,314.9,205.8,295.8,358.1,198.6,186.5,35.1,28,32.5,31.6,31.4,28.9,27.4,30.2,32.6,28.4,33.4,51.3,70.1
85.9,104.1,101.5,123.5,45.1,14.7,14.7,18.8,23.8,24.2,23.8,22.4,21.6,20.6,22.3,23.3,23.9,24.4,23.5,24.8
265.5,452.4,358.1,216.3,29.3,26.2,25.4,28.2,29.9,31.4,31.2,30.8,29.3,25.6,26.8,27.7,30.5,29.9,30.5,56.5
365.5,205.9,128.9,40.2,20.3,20.4,25.7,23.7,23.7,24.3,26.7,25.9,25.6,29.7,39.5,46.7,62.7,123.8,125.8,151.9
243.8,313,322.4,294.1,38.3,32.1,35.4,41.5,45.3,46.6,46.5,45.2,43.4,40.7,38.3,32.8,38.7,60.1,81.5,189.2
223.9,28.8,27,27.2,28.1,29.3,30.2,31.2,30.3,27.3,27.6,28.6,32.2,36.8,37.7,45.7,63.9,189.5,200.8,260.2
38.9,33,32.2,30.8,30.3,33,35.4,39.1,37.2,35.5,32.4,31.6,31.4,31.5,33.9,35.7,34.6,36.4,49.7,100.2
527.6,96.5,23.9,21.6,21.5,23.4,26.1,29.2,31,33.9,34.2,37.3,36.9,40.1,42,42.1,35.3,30,31.5,51.2
223.6,108,79.3,34.6,33.9,35.1,37.1,39.7,39.9,40.1,38.8,38.5,37.3,38,39.6,49.2,72.5,78.5,56.6,84.7
404.2,264,97.5,22,23.6,19.5,22.4,27.9,25.8,23.4,22.8,22.9,24,27.7,34.2,40.8,35.5,29.3,28.5,38.9
58.3,49,42.7,48.8,57.4,82.1,72.2,62.8,72.6,58.2,47.4,40.9,36.2,36.6,42.1,48.3,57.1,63.8,33.5,31.9
184,114.6,19.8,19.8,20.9,21.9,25.8,24.7,24.3,25.1,23.9,24.8,24.5,22.7,20.5,19.1,19.6,20.9,26.8,34.5
152,201,17.8,18.5,17,16.9,16.4,15.7,15,14.6,14.9,15.6,16.8,18.1,18.9,23.1,31.7,45.1,62,83.6
75.5,65.8,89.8,87.7,112.5,72,20.7,21.2,21.2,23.5,24.4,26.7,28,32.3,39.2,35.3,33.3,37.6,43.8,137.6
155.6,76.4,149.7,190.4,146.6,23.2,28.1,31.7,35.1,36.8,34.8,33.6,31.3,29.2,32.1,27.4,28.2,30.8,43.2,89.8
112.2,84.6,71.9,43.3,30.5,30.6,31.6,38.1,38.4,38.2,39,39.5,39,39.1,40.1,41,43.3,54.3,73.6,123
177.8,125.4,75.2,39.4,30,28.2,26.1,25.4,24.2,25.2,25.2,27.1,30.9,28.3,31.3,26.9,29.1,41.7,96.1,131.5
144.5,132.8,99.4,64.4,78.2,67.1,49.6,48.7,45.3,41.5,39.6,40.4,46.5,43.7,41.1,43.3,48.4,56.8,71,111.7
94.4,109.1,103.5,80.7,62.6,54.9,54.5,54,54.1,57.4,60.1,61.9,62.1,44.7,42.3,42.5,56.6,171.8,242.4,253.7
201.6,161,167,158.2,212.7,37.5,40.8,46.1,45.2,43.3,39.4,39.8,44.4,50,52.2,70.4,80.2,146.7,216.7,165.4
244.5,113.1,41.7,40.8,38.5,35.8,33.5,43.3,52,54.9,51,50,41.1,34.9,85,143.9,118.9,192.7,236.6,171.2
151.9,86.4,90.9,139.3,76.4,33.1,33.4,32.4,33.3,34.3,35.9,36.1,35,33.9,33.8,34.2,33.8,34.9,40,50
152.5,36.1,37,34.1,31.9,31.4,31.3,32.9,33.9,34.5,35.7,36,37.4,40.1,43.5,48.8,55.1,72.1,126.8,202.4
192.4,115.8,52.1,44.1,41.1,41,41.5,41.3,40.5,37.2,35.4,35.3,35.5,39.8,47.6,54.8,63.4,80.1,91.8,124.9
393.8,52.2,49.4,49.9,54.8,60.4,60.2,57.3,57.5,63.4,84,157.1,216.4,222.6,236.3,238.4,214,295,480.1,391.8
10129.1,208.8,247.1,300.7,330,232.7,149.5,114,112.6,99.3,91.8,103.6,97.4,101,108.9,278.1,169.3,164.3,171.8,204.2
145.4,163.4,138.1,118.2,103.3,97.7,107.9,114.8,116.5,120,124.4,136.1,112.8,96.1,80.8,82.4,207.1,141.5,118.9,123.8
91.3,125.4,73.6,70.3,28,30.6,36,43,39.1,42.2,35.8,37.3,30,23.3,21.5,30.9,33,130.1,42.7,60.2
127.6,113.3,85.2,78.5,91.5,91.4,100,108.3,113.2,125.8,134.1,113.1,103,114.8,141.6,136.9,124.8,150.6,202,225.5
